,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
983,USA300HOU_RS03190,Synpcc7942_0026,27.76,317,205,11,5,307,7,313,5.12e-26,101.0,312,1.016025641025641,<=>
986,USA300HOU_RS03205,Synpcc7942_2329,36.493,422,241,10,13,417,6,417,6.299999999999999e-77,242.0,431,0.9791183294663574,<=>
989,USA300HOU_RS03230,Synpcc7942_1577,25.0,572,350,19,38,553,42,590,7.74e-38,143.0,553,1.0343580470162748,<=>
1000,USA300HOU_RS03270,Synpcc7942_2527,24.468000000000004,282,172,12,7,260,6,274,9.06e-13,63.2,262,1.0763358778625953,<=>
1030,USA300HOU_RS03420,Synpcc7942_2575,25.497,302,208,5,8,304,10,299,1.96e-38,134.0,309,0.9773462783171522,<=>
1032,USA300HOU_RS03425,Synpcc7942_2573,36.232,276,173,2,2,274,1,276,6.600000000000001e-57,180.0,278,0.9928057553956835,<=>
1034,USA300HOU_RS03430,Synpcc7942_2574,38.135999999999996,236,145,1,2,237,12,246,1.01e-60,188.0,247,0.9554655870445344,<=>
1119,USA300HOU_RS03455,Synpcc7942_1126,24.603,252,165,9,31,270,39,277,5.13e-11,58.2,270,0.9333333333333333,<=>
1293,USA300HOU_RS03590,Synpcc7942_0184,32.37,346,190,11,18,332,26,358,1.3700000000000001e-32,120.0,335,1.0328358208955224,<=>
1297,USA300HOU_RS03615,Synpcc7942_1017,36.25,240,143,6,4,237,6,241,2.58e-45,148.0,238,1.0084033613445378,<=>
1298,USA300HOU_RS03620,Synpcc7942_1899,39.103,156,91,1,2,153,5,160,3.5600000000000003e-41,132.0,157,0.9936305732484076,<=>
1300,USA300HOU_RS03635,Synpcc7942_2418,20.477999999999998,293,209,6,1,279,1,283,4.320000000000001e-09,52.8,288,1.0173611111111112,<=>
1303,USA300HOU_RS03675,Synpcc7942_0502,41.176,170,95,2,6,174,10,175,1.47e-39,129.0,180,0.9444444444444444,<=>
1304,USA300HOU_RS03695,Synpcc7942_1967,31.469,286,171,9,4,280,11,280,1.65e-26,102.0,291,0.9828178694158075,<=>
1401,USA300HOU_RS03755,Synpcc7942_2032,26.5,400,261,13,6,384,9,396,1.2699999999999998e-27,108.0,388,1.0309278350515463,<=>
1404,USA300HOU_RS03790,Synpcc7942_0440,31.464000000000002,321,213,5,43,357,12,331,9.539999999999999e-52,174.0,393,0.816793893129771,<=>
1406,USA300HOU_RS03795,Synpcc7942_2595,31.863000000000003,408,263,6,13,411,34,435,9.15e-75,238.0,449,0.9086859688195991,<=>
1445,USA300HOU_RS03835,Synpcc7942_1332,28.855999999999998,201,119,6,2,199,10,189,3.3300000000000004e-20,82.0,237,0.8481012658227848,<=>
1449,USA300HOU_RS03845,Synpcc7942_1333,31.131999999999998,212,134,4,9,212,3,210,1.34e-26,99.0,222,0.954954954954955,<=>
1450,USA300HOU_RS03850,Synpcc7942_0400,42.051,195,107,3,1,189,1,195,7.62e-48,152.0,197,0.9898477157360406,<=>
1456,USA300HOU_RS03890,Synpcc7942_1381,37.5,640,378,7,3,623,1,637,1.1799999999999997e-135,407.0,627,1.0207336523125996,<=>
1590,USA300HOU_RS03910,Synpcc7942_1030,30.82,305,185,8,60,343,59,358,1.01e-30,116.0,352,0.8664772727272727,<=>
1645,USA300HOU_RS03995,Synpcc7942_1740,35.64,289,182,3,17,302,9,296,9.869999999999999e-61,192.0,307,0.9413680781758957,<=>
1661,USA300HOU_RS04040,Synpcc7942_0281,39.146,281,156,4,27,293,36,315,1.6299999999999997e-61,197.0,351,0.8005698005698005,<=>
1667,USA300HOU_RS04065,Synpcc7942_2352,31.25,192,121,4,2,186,1,188,3.37e-30,106.0,190,1.0105263157894737,<=>
1670,USA300HOU_RS04080,Synpcc7942_0404,52.265,287,136,1,40,326,9,294,6.94e-108,313.0,331,0.8670694864048338,<=>
1672,USA300HOU_RS04105,Synpcc7942_0563,59.271,658,262,3,6,658,3,659,0.0,827.0,661,0.9954614220877458,<=>
1676,USA300HOU_RS04110,Synpcc7942_0848,55.955,974,383,5,6,938,28,996,0.0,1083.0,948,1.0274261603375527,<=>
1704,USA300HOU_RS04120,Synpcc7942_1230,40.711,253,140,3,1,246,7,256,1.7399999999999997e-59,187.0,279,0.9068100358422939,<=>
1705,USA300HOU_RS04125,Synpcc7942_1961,27.711,166,89,7,1,160,1,141,2.9500000000000003e-08,47.0,161,1.031055900621118,<=>
1717,USA300HOU_RS04170,Synpcc7942_2477,36.149,296,183,5,6,298,5,297,3.08e-59,188.0,300,0.9866666666666667,<=>
1721,USA300HOU_RS04190,Synpcc7942_1116,47.901,405,196,7,1,395,1,400,1.1599999999999997e-126,367.0,396,1.0227272727272727,<=>
1722,USA300HOU_RS04195,Synpcc7942_1261,45.85,253,118,6,1,249,22,259,6.349999999999999e-74,223.0,253,1.0,<=>
1723,USA300HOU_RS04200,Synpcc7942_0469,48.047,512,252,3,4,504,7,515,9.259999999999997e-168,481.0,505,1.0138613861386139,<=>
1724,USA300HOU_RS04205,Synpcc7942_0639,61.373999999999995,422,154,2,4,425,9,421,0.0,512.0,434,0.9723502304147466,<=>
1725,USA300HOU_RS04225,Synpcc7942_1911,24.829,729,499,14,28,723,27,739,2.0799999999999998e-68,236.0,790,0.9227848101265823,<=>
1728,USA300HOU_RS04230,Synpcc7942_1795,49.342,152,76,1,1,151,1,152,6.719999999999999e-50,154.0,154,0.987012987012987,<=>
1738,USA300HOU_RS04375,Synpcc7942_2046,42.975,121,69,0,4,124,6,126,3.13e-38,122.0,126,0.9603174603174603,<=>
1791,USA300HOU_RS04515,Synpcc7942_1736,54.4,250,112,1,5,252,10,259,1.3099999999999998e-99,288.0,253,0.9881422924901185,<=>
1829,USA300HOU_RS04525,Synpcc7942_1738,50.49,408,199,2,12,416,11,418,1.1399999999999998e-149,427.0,416,0.9807692307692307,<=>
1833,USA300HOU_RS04530,Synpcc7942_1787,44.928000000000004,138,73,2,1,136,1,137,3.83e-39,126.0,154,0.8961038961038961,<=>
1834,USA300HOU_RS04535,Synpcc7942_1735,44.443999999999996,468,246,6,11,465,13,479,3.259999999999999e-143,415.0,465,1.0064516129032257,<=>
1839,USA300HOU_RS04570,Synpcc7942_1413,28.063000000000002,253,143,10,30,273,26,248,6.379999999999999e-11,57.4,275,0.92,<=>
1841,USA300HOU_RS04580,Synpcc7942_0542,50.0,292,143,3,11,301,4,293,4.22e-99,290.0,305,0.9573770491803278,<=>
1844,USA300HOU_RS04605,Synpcc7942_1347,29.682,283,177,8,38,305,40,315,5.24e-25,99.4,319,0.8871473354231975,<=>
1847,USA300HOU_RS04640,Synpcc7942_0450,54.93,71,32,0,10,80,11,81,3.56e-26,88.6,80,0.8875,<=>
1849,USA300HOU_RS04650,Synpcc7942_2508,26.644000000000002,289,194,7,4,275,8,295,9.04e-22,91.7,354,0.8163841807909604,<=>
1853,USA300HOU_RS04665,Synpcc7942_0101,29.363000000000003,361,240,7,34,382,32,389,1.7599999999999998e-40,145.0,402,0.8980099502487562,<=>
1884,USA300HOU_RS04740,Synpcc7942_0473,30.699,329,204,11,19,333,17,335,3.51e-33,123.0,375,0.8773333333333333,<=>
1888,USA300HOU_RS04765,Synpcc7942_2475,49.233999999999995,457,231,1,2,457,14,470,5.829999999999998e-165,470.0,459,0.9956427015250545,<=>
1891,USA300HOU_RS04770,Synpcc7942_0009,52.538000000000004,394,185,1,3,394,5,398,5.5799999999999974e-145,414.0,401,0.9825436408977556,<=>
1896,USA300HOU_RS04790,Synpcc7942_0487,33.898,177,90,5,13,180,31,189,1.06e-26,97.8,191,0.9267015706806283,<=>
1908,USA300HOU_RS04835,Synpcc7942_1089,55.128,858,375,6,4,857,16,867,0.0,939.0,869,0.9873417721518988,<=>
1916,USA300HOU_RS04850,Synpcc7942_1864,24.873,197,138,6,10,202,5,195,8.06e-11,55.5,213,0.9248826291079812,<=>
1917,USA300HOU_RS04875,Synpcc7942_1455,38.602,329,183,5,1,312,6,332,1.5899999999999998e-76,234.0,313,1.0511182108626198,<=>
1918,USA300HOU_RS04880,Synpcc7942_0537,57.663999999999994,411,173,1,4,413,6,416,5.789999999999998e-175,491.0,414,0.9927536231884058,<=>
2117,USA300HOU_RS04940,Synpcc7942_1308,43.465,329,181,2,4,327,24,352,2.9099999999999993e-93,278.0,329,1.0,<=>
2123,USA300HOU_RS05000,Synpcc7942_1269,34.5,400,258,2,61,458,66,463,8.349999999999999e-75,238.0,461,0.8676789587852495,<=>
2127,USA300HOU_RS05010,Synpcc7942_0126,50.196000000000005,255,122,3,1,252,1,253,8.759999999999998e-80,237.0,256,0.99609375,<=>
2133,USA300HOU_RS05045,Synpcc7942_1484,36.975,476,270,14,18,476,21,483,7.199999999999999e-84,264.0,493,0.9655172413793104,<=>
2135,USA300HOU_RS05055,Synpcc7942_2365,48.282,524,262,6,3,519,23,544,8.789999999999998e-175,500.0,520,1.0076923076923077,<=>
2199,USA300HOU_RS05180,Synpcc7942_1366,23.986,296,203,7,18,306,16,296,3.23e-16,73.9,312,0.9487179487179487,<=>
2203,USA300HOU_RS05190,Synpcc7942_1435,32.628,567,341,15,15,552,24,578,1.6499999999999997e-84,270.0,557,1.0179533213644525,<=>
2206,USA300HOU_RS05195,Synpcc7942_0774,24.815,270,167,11,16,264,26,280,4.3e-06,43.1,267,1.0112359550561798,<=>
2208,USA300HOU_RS05200,Synpcc7942_0597,64.158,279,94,2,1,273,1,279,9.999999999999997e-135,378.0,273,1.021978021978022,<=>
2210,USA300HOU_RS05220,Synpcc7942_2545,31.319000000000003,364,244,5,23,383,26,386,1.7599999999999998e-64,207.0,384,0.9479166666666666,<=>
2222,USA300HOU_RS05270,Synpcc7942_2604,31.461,178,113,5,21,195,24,195,1.92e-16,70.5,201,0.8855721393034826,<=>
2225,USA300HOU_RS05295,Synpcc7942_0777,48.943999999999996,284,144,1,1,283,1,284,1.7899999999999996e-94,277.0,286,0.993006993006993,<=>
2227,USA300HOU_RS05305,Synpcc7942_1428,30.749000000000002,374,245,5,12,372,12,384,7.88e-58,189.0,374,1.0,<=>
2232,USA300HOU_RS05310,Synpcc7942_0927,44.643,224,120,1,4,223,5,228,4.4399999999999996e-73,219.0,234,0.9572649572649573,<=>
2233,USA300HOU_RS05315,Synpcc7942_0818,29.73,74,52,0,6,79,8,81,8.6e-11,50.1,87,0.8505747126436781,<=>
2234,USA300HOU_RS05320,Synpcc7942_0819,46.083,217,116,1,1,216,1,217,7.169999999999999e-69,207.0,223,0.9730941704035875,<=>
2236,USA300HOU_RS05325,Synpcc7942_0003,44.488,762,362,13,22,726,18,775,0.0,608.0,729,1.045267489711934,<=>
2237,USA300HOU_RS05330,Synpcc7942_0004,42.826,460,244,6,8,457,24,474,4.229999999999999e-135,396.0,494,0.9311740890688259,<=>
2239,USA300HOU_RS05335,Synpcc7942_0851,51.622,339,159,3,5,339,3,340,2.3999999999999996e-112,327.0,342,0.9912280701754386,<=>
2240,USA300HOU_RS05340,Synpcc7942_0958,34.659,176,114,1,2,177,18,192,1.28e-39,130.0,188,0.9361702127659575,<=>
2243,USA300HOU_RS05345,Synpcc7942_0396,46.184,511,255,6,2,492,3,513,3.8499999999999987e-159,458.0,492,1.0386178861788617,<=>
2244,USA300HOU_RS05350,Synpcc7942_0925,38.902,419,242,6,1,407,1,417,7.139999999999998e-92,280.0,415,1.0096385542168675,<=>
2322,USA300HOU_RS05410,Synpcc7942_1767,28.153000000000002,444,302,8,2,435,15,451,1.9499999999999999e-53,182.0,453,0.9801324503311258,<=>
2324,USA300HOU_RS05420,Synpcc7942_1081,40.465,215,126,1,3,215,19,233,3.8199999999999995e-56,175.0,220,0.9772727272727273,<=>
2327,USA300HOU_RS05430,Synpcc7942_1846,41.711000000000006,561,315,6,7,556,21,580,5.699999999999998e-149,438.0,565,0.9929203539823008,<=>
2332,USA300HOU_RS05465,Synpcc7942_1068,26.932,453,284,13,1,428,1,431,3.2399999999999994e-26,106.0,430,1.0534883720930233,<=>
2333,USA300HOU_RS05470,Synpcc7942_1198,33.617,470,295,7,8,460,5,474,3.0999999999999993e-79,251.0,468,1.0042735042735043,<=>
2397,USA300HOU_RS05525,Synpcc7942_2582,31.034000000000002,232,155,3,28,256,37,266,7.739999999999999e-30,110.0,275,0.8436363636363636,<=>
2401,USA300HOU_RS05535,Synpcc7942_1525,58.305,590,245,1,8,597,5,593,0.0,707.0,615,0.959349593495935,<=>
2420,USA300HOU_RS05610,Synpcc7942_1480,35.294000000000004,170,104,5,11,176,9,176,1.72e-23,88.2,180,0.9444444444444444,<=>
2422,USA300HOU_RS05615,Synpcc7942_2007,50.0,154,77,0,6,159,3,156,3.99e-57,172.0,160,0.9625,<=>
2423,USA300HOU_RS05685,Synpcc7942_1199,36.522,230,132,7,28,245,2,229,2.43e-31,112.0,246,0.9349593495934959,<=>
2425,USA300HOU_RS05690,Synpcc7942_2064,48.071000000000005,337,160,4,7,343,12,333,6.15e-112,326.0,352,0.9573863636363636,<=>
2426,USA300HOU_RS05695,Synpcc7942_1293,39.445,829,442,21,1,795,1,803,9.999999999999997e-174,517.0,800,1.03625,<=>
2430,USA300HOU_RS05720,Synpcc7942_0611,34.316,746,439,17,62,779,70,792,3.21e-123,385.0,782,0.9539641943734015,<=>
2432,USA300HOU_RS05725,Synpcc7942_1830,57.426,101,41,2,6,104,7,107,3.32e-39,123.0,104,0.9711538461538461,<=>
2437,USA300HOU_RS05735,Synpcc7942_1945,32.967,637,363,16,7,592,15,638,2.0499999999999994e-108,336.0,593,1.0741989881956155,<=>
2438,USA300HOU_RS05745,Synpcc7942_0641,35.714,588,339,14,24,579,54,634,3.6899999999999994e-106,329.0,588,1.0,<=>
2440,USA300HOU_RS05750,Synpcc7942_1533,23.482,247,164,12,23,254,34,270,4.09e-12,61.2,271,0.9114391143911439,<=>
2442,USA300HOU_RS05755,Synpcc7942_2361,39.394,264,150,4,4,264,15,271,6.840000000000001e-60,188.0,266,0.9924812030075187,<=>
2443,USA300HOU_RS05760,Synpcc7942_1266,42.246,187,101,4,1,185,1,182,2.4399999999999996e-46,147.0,195,0.958974358974359,<=>
2446,USA300HOU_RS05925,Synpcc7942_0975,41.368,307,153,4,2,308,11,290,2.9999999999999993e-74,226.0,311,0.9871382636655949,<=>
2452,USA300HOU_RS05940,Synpcc7942_0152,42.902,317,161,7,7,310,47,356,1.7199999999999996e-63,201.0,321,0.9875389408099688,<=>
2454,USA300HOU_RS05945,Synpcc7942_1667,32.594,451,275,10,14,438,6,453,4.8300000000000004e-51,176.0,449,1.0044543429844097,<=>
2459,USA300HOU_RS05960,Synpcc7942_2378,54.667,375,150,3,11,384,37,392,1.2299999999999997e-116,341.0,390,0.9615384615384616,<=>
2461,USA300HOU_RS05970,Synpcc7942_2060,35.376999999999995,212,125,4,16,219,10,217,6.299999999999999e-34,117.0,222,0.954954954954955,<=>
2465,USA300HOU_RS05985,Synpcc7942_1503,27.848000000000003,237,167,3,25,258,15,250,1.49e-23,92.8,268,0.8843283582089553,<=>
2466,USA300HOU_RS05995,Synpcc7942_2437,47.306999999999995,947,452,17,3,909,7,946,0.0,826.0,917,1.0327153762268266,<=>
2471,USA300HOU_RS06010,Synpcc7942_1726,29.166999999999998,144,100,1,18,161,17,158,1.46e-20,79.7,163,0.8834355828220859,<=>
2472,USA300HOU_RS06015,Synpcc7942_1112,42.23,296,164,4,17,305,16,311,4e-75,229.0,305,0.9704918032786886,<=>
2475,USA300HOU_RS06020,Synpcc7942_1319,42.593,162,92,1,13,174,15,175,8.179999999999998e-45,142.0,175,0.9257142857142857,<=>
2476,USA300HOU_RS06030,Synpcc7942_0670,35.714,322,169,7,2,288,7,325,5.809999999999998e-60,191.0,293,1.098976109215017,<=>
2478,USA300HOU_RS06035,Synpcc7942_0488,31.796999999999997,434,265,10,3,421,5,422,1.7699999999999998e-59,197.0,424,1.0235849056603774,<=>
2480,USA300HOU_RS06040,Synpcc7942_2122,48.501000000000005,367,169,5,7,356,21,384,4.569999999999999e-119,347.0,366,1.0027322404371584,<=>
2483,USA300HOU_RS06045,Synpcc7942_0711,49.538999999999994,1084,509,12,1,1050,1,1080,0.0,1058.0,1057,1.0255439924314096,<=>
2488,USA300HOU_RS06050,Synpcc7942_2569,37.826,230,138,1,2,226,7,236,3.92e-53,167.0,230,1.0,<=>
