,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
87,BSU_00770,Synpcc7942_2303,44.68899999999999,273,141,5,17,279,5,277,2.2799999999999996e-68,210.0,285,0.9578947368421052,<=>
88,BSU_00780,Synpcc7942_0040,31.092,119,82,0,1,119,1,119,5.43e-19,73.2,120,0.9916666666666667,<=>
90,BSU_00810,Synpcc7942_0283,36.335,322,196,5,2,322,19,332,1.0099999999999998e-56,184.0,333,0.9669669669669669,<=>
92,BSU_00820,Synpcc7942_2415,53.226000000000006,496,221,4,11,497,1,494,0.0,543.0,499,0.9939879759519038,<=>
96,BSU_00860,Synpcc7942_0260,62.068999999999996,812,296,8,2,803,1,810,0.0,1000.0,810,1.002469135802469,<=>
100,BSU_00870,Synpcc7942_1452,49.21,443,208,4,1,427,1,442,7.739999999999999e-150,432.0,458,0.9672489082969432,<=>
103,BSU_00890,Synpcc7942_2383,38.978,372,207,6,1,365,25,383,6.329999999999999e-79,243.0,366,1.0163934426229508,<=>
104,BSU_00900,Synpcc7942_0681,39.64,222,131,3,5,224,3,223,1.81e-48,155.0,232,0.9568965517241379,<=>
105,BSU_00910,Synpcc7942_1170,53.846000000000004,156,72,0,2,157,4,159,2.59e-60,180.0,158,0.9873417721518988,<=>
106,BSU_00920,Synpcc7942_2393,42.736999999999995,475,251,7,4,471,2,462,2.539999999999999e-127,375.0,483,0.9834368530020704,<=>
108,BSU_00930,Synpcc7942_2420,51.208,207,100,1,2,208,1,206,5.889999999999999e-68,205.0,217,0.9539170506912442,<=>
110,BSU_00940,Synpcc7942_1662,46.091,486,231,10,1,464,1,477,1.86e-148,428.0,466,1.0429184549356223,<=>
114,BSU_00970,Synpcc7942_1640,34.104,173,104,6,3,166,4,175,4.529999999999999e-19,76.3,170,1.0176470588235293,<=>
120,BSU_00990,Synpcc7942_1122,46.29600000000001,54,20,1,5,49,11,64,6.04e-10,45.4,49,1.1020408163265305,<=>
121,BSU_01010,Synpcc7942_0635,41.758,182,97,3,4,176,22,203,2.2999999999999998e-48,152.0,177,1.0282485875706215,<=>
122,BSU_01020,Synpcc7942_0634,73.05,141,38,0,1,141,1,141,8.489999999999998e-76,218.0,141,1.0,<=>
123,BSU_01030,Synpcc7942_0633,50.725,207,102,0,19,225,19,225,5.389999999999999e-77,228.0,232,0.8922413793103449,<=>
124,BSU_01040,Synpcc7942_0632,32.278,158,106,1,1,157,1,158,2e-26,95.1,166,0.9518072289156626,<=>
125,BSU_01050,Synpcc7942_0631,54.688,128,53,2,1,123,1,128,1.47e-25,90.1,123,1.0406504065040652,<=>
132,BSU_01100,Synpcc7942_0887,70.07300000000001,137,28,1,1,137,1,124,2.8799999999999995e-64,188.0,138,0.9927536231884058,<=>
133,BSU_01110,Synpcc7942_0886,59.615,156,63,0,1,156,1,156,2.939999999999999e-69,203.0,156,1.0,<=>
134,BSU_01120,Synpcc7942_0885,63.545,694,248,3,1,691,1,692,0.0,913.0,692,1.0028901734104045,<=>
144,BSU_01130,Synpcc7942_0884,71.046,411,102,4,1,396,1,409,0.0,560.0,396,1.0378787878787878,<=>
150,BSU_01150,Synpcc7942_0883,61.765,102,39,0,1,102,4,105,7.74e-46,139.0,102,1.0,<=>
151,BSU_01160,Synpcc7942_2232,50.242,207,102,1,1,206,1,207,1.8899999999999996e-68,205.0,209,0.9904306220095693,<=>
152,BSU_01170,Synpcc7942_2231,45.933,209,107,3,1,205,1,207,5.03e-61,186.0,207,1.0096618357487923,<=>
153,BSU_01180,Synpcc7942_2230,40.909,88,51,1,6,93,11,97,3.43e-21,77.0,95,0.9263157894736842,<=>
154,BSU_01190,Synpcc7942_2229,61.111000000000004,270,105,0,1,270,1,270,3.3599999999999995e-123,349.0,277,0.9747292418772563,<=>
155,BSU_01200,Synpcc7942_2228,70.33,91,27,0,1,91,1,91,1.16e-46,140.0,92,0.9891304347826086,<=>
156,BSU_01210,Synpcc7942_2227,53.211000000000006,109,51,0,2,110,8,116,4.03e-38,121.0,113,0.9646017699115044,<=>
157,BSU_01220,Synpcc7942_2226,51.163000000000004,215,101,2,1,211,1,215,2.5699999999999996e-69,209.0,218,0.9862385321100917,<=>
158,BSU_01230,Synpcc7942_2225,66.197,142,47,1,1,141,1,142,6.059999999999999e-67,196.0,144,0.9861111111111112,<=>
159,BSU_01240,Synpcc7942_2224,40.0,60,36,0,2,61,5,64,2.7e-10,47.0,66,0.9090909090909091,<=>
160,BSU_01250,Synpcc7942_2223,57.746,71,30,0,12,82,8,78,2.2999999999999997e-24,84.3,87,0.8160919540229885,<=>
161,BSU_01260,Synpcc7942_2222,64.75399999999999,122,42,1,1,122,1,121,1.32e-50,153.0,122,1.0,<=>
162,BSU_01270,Synpcc7942_2221,51.456,103,49,1,1,102,11,113,4.7899999999999996e-29,97.8,103,1.0,<=>
163,BSU_01280,Synpcc7942_2220,61.931999999999995,176,67,0,4,179,3,178,6.349999999999999e-83,239.0,179,0.9832402234636871,<=>
165,BSU_01300,Synpcc7942_2219,58.647,133,54,1,1,132,1,133,2.62e-52,158.0,132,1.0075757575757576,<=>
166,BSU_01310,Synpcc7942_2218,53.631,179,82,1,1,179,1,178,4.6100000000000007e-57,174.0,179,1.0,<=>
167,BSU_01320,Synpcc7942_2217,65.657,99,32,1,24,120,22,120,2.11e-42,132.0,120,0.825,<=>
168,BSU_01330,Synpcc7942_2216,50.955,157,76,1,10,165,24,180,3.35e-49,153.0,166,0.9457831325301205,<=>
169,BSU_01350,Synpcc7942_2215,49.66,147,73,1,1,146,1,147,1.5e-41,132.0,146,1.0068493150684932,<=>
170,BSU_01360,Synpcc7942_2214,36.53,438,258,8,3,431,13,439,1.74e-86,267.0,431,1.0162412993039442,<=>
171,BSU_01370,Synpcc7942_2213,38.614000000000004,202,93,1,3,204,4,174,1.5199999999999998e-49,156.0,217,0.9308755760368663,<=>
172,BSU_01380,Synpcc7942_2446,49.593,246,118,3,5,246,29,272,2.9199999999999995e-86,254.0,248,0.9919354838709677,<=>
174,BSU_01390,Synpcc7942_2510,44.928000000000004,69,36,1,6,72,1,69,1.42e-16,63.5,72,0.9583333333333334,<=>
175,BSU_01400,Synpcc7942_2212,75.676,37,9,0,1,37,1,37,1.38e-16,61.2,37,1.0,<=>
176,BSU_01410,Synpcc7942_2211,59.016000000000005,122,49,1,1,121,1,122,3.4599999999999995e-42,132.0,121,1.0082644628099173,<=>
177,BSU_01420,Synpcc7942_2210,67.717,127,39,1,5,131,6,130,1.1499999999999999e-55,166.0,131,0.9694656488549618,<=>
178,BSU_01430,Synpcc7942_2209,40.705,312,168,4,8,312,4,305,2.7399999999999993e-79,240.0,314,0.9936305732484076,<=>
179,BSU_01440,Synpcc7942_2208,51.303999999999995,115,48,1,5,119,9,115,2.2499999999999997e-31,104.0,120,0.9583333333333334,<=>
270,BSU_01470,Synpcc7942_2341,24.125,257,159,7,1,228,3,252,2.27e-13,65.1,265,0.969811320754717,<=>
271,BSU_01480,Synpcc7942_2207,36.29,248,153,4,2,247,15,259,1.01e-48,159.0,247,1.0040485829959513,<=>
272,BSU_01490,Synpcc7942_2206,56.25,144,63,0,1,144,1,144,8.499999999999998e-62,183.0,145,0.993103448275862,<=>
273,BSU_01500,Synpcc7942_2205,58.915,129,52,1,3,130,7,135,1.26e-47,146.0,130,0.9923076923076923,<=>
277,BSU_01540,Synpcc7942_1105,36.705,346,196,11,16,350,17,350,5.429999999999999e-68,214.0,352,0.9829545454545454,<=>
285,BSU_01700,Synpcc7942_2577,41.98,293,170,0,10,302,11,303,6.389999999999998e-75,228.0,304,0.9638157894736842,<=>
286,BSU_01730,Synpcc7942_1923,33.146,178,113,3,11,184,36,211,1.1099999999999998e-27,100.0,187,0.9518716577540107,<=>
289,BSU_01770,Synpcc7942_2132,41.425,449,251,6,5,445,27,471,9.989999999999999e-100,303.0,448,1.0022321428571428,<=>
293,BSU_01780,Synpcc7942_0534,38.08,646,349,13,1,600,1,641,1.1099999999999998e-125,380.0,600,1.0766666666666667,<=>
385,BSU_02230,Synpcc7942_0588,51.706,381,183,1,5,384,9,389,9.309999999999996e-131,377.0,384,0.9921875,<=>
390,BSU_02260,Synpcc7942_0774,24.031,258,168,7,56,291,26,277,3.01e-06,43.9,296,0.8716216216216216,<=>
399,BSU_02360,Synpcc7942_1103,37.037,243,148,2,1,243,1,238,3.18e-43,143.0,249,0.9759036144578314,<=>
402,BSU_02390,Synpcc7942_1029,29.154,319,187,13,47,356,13,301,1.7e-26,103.0,356,0.8960674157303371,<=>
499,BSU_02640,Synpcc7942_1578,29.166999999999998,240,168,2,2,239,37,276,6.19e-26,99.0,242,0.9917355371900827,<=>
565,BSU_02770,Synpcc7942_0026,32.5,320,189,10,4,308,6,313,2.18e-35,127.0,310,1.032258064516129,<=>
627,BSU_02950,Synpcc7942_2238,28.570999999999998,420,235,15,5,363,19,434,8.03e-34,127.0,400,1.05,<=>
685,BSU_03150,Synpcc7942_0894,30.723000000000003,166,110,5,13,176,11,173,1.93e-19,78.2,186,0.8924731182795699,<=>
701,BSU_03220,Synpcc7942_1755,26.326,509,299,18,6,464,6,488,9.07e-14,69.7,473,1.0761099365750528,<=>
703,BSU_03250,Synpcc7942_0434,36.164,318,154,5,5,277,2,315,4.779999999999999e-62,196.0,294,1.0816326530612246,<=>
719,BSU_03310,Synpcc7942_1235,34.274,709,438,13,21,707,18,720,4.659999999999999e-133,406.0,710,0.9985915492957746,<=>
724,BSU_03360,Synpcc7942_0956,30.636999999999997,408,187,11,4,374,19,367,1.65e-50,171.0,397,1.0277078085642317,<=>
817,BSU_03630,Synpcc7942_1910,35.5,200,114,2,12,196,6,205,6.8500000000000005e-37,124.0,204,0.9803921568627451,<=>
818,BSU_03640,Synpcc7942_2588,31.646,474,294,9,4,456,3,467,9.64e-61,203.0,473,1.0021141649048626,<=>
819,BSU_03660,Synpcc7942_2527,25.726,241,144,9,51,279,55,272,1.19e-11,60.1,281,0.8576512455516014,<=>
955,BSU_03930,Synpcc7942_1573,41.016000000000005,256,141,1,5,250,4,259,8.879999999999999e-69,210.0,261,0.9808429118773946,<=>
1086,BSU_04560,Synpcc7942_2375,45.869,351,170,5,1,343,9,347,3.3899999999999995e-102,301.0,354,0.9915254237288136,<=>
1088,BSU_04570,Synpcc7942_1841,36.259,433,255,11,28,452,30,449,1.1899999999999998e-74,238.0,457,0.9474835886214442,<=>
1120,BSU_05330,Synpcc7942_0688,35.714,112,57,4,1,111,14,111,4.93e-17,67.4,111,1.009009009009009,<=>
1125,BSU_05370,Synpcc7942_1725,28.059,474,317,11,15,476,15,476,2.2899999999999995e-55,188.0,482,0.983402489626556,<=>
1158,BSU_05450,Synpcc7942_2283,30.043000000000003,233,152,5,3,225,11,242,1.78e-24,94.0,229,1.017467248908297,<=>
1245,BSU_05630,Synpcc7942_0979,25.153000000000002,163,105,5,4,159,6,158,2.55e-07,44.7,172,0.9476744186046512,<=>
1259,BSU_05900,Synpcc7942_2567,33.441,311,182,8,25,324,28,324,1.76e-35,127.0,325,0.9569230769230769,<=>
1267,BSU_05940,Synpcc7942_1251,49.511,307,146,5,9,308,4,308,1.1099999999999998e-95,285.0,346,0.8872832369942196,<=>
1269,BSU_05950,Synpcc7942_0941,42.989,542,306,3,3,542,1,541,1.5999999999999995e-146,433.0,642,0.8442367601246106,<=>
1350,BSU_06020,Synpcc7942_2314,56.522,92,40,0,2,93,11,102,4.14e-34,109.0,94,0.9787234042553191,<=>
1351,BSU_06030,Synpcc7942_2313,62.619,527,192,3,1,523,1,526,0.0,652.0,544,0.96875,<=>
1358,BSU_06150,Synpcc7942_0459,27.874000000000002,348,212,9,20,335,15,355,3.4799999999999997e-31,117.0,353,0.9858356940509915,<=>
1361,BSU_06170,Synpcc7942_0116,28.354,328,208,8,2,316,4,317,8.779999999999999e-27,103.0,320,1.025,<=>
1363,BSU_06180,Synpcc7942_0794,31.858,226,142,4,1,223,1,217,5.75e-18,76.6,227,0.9955947136563876,<=>
1372,BSU_06280,Synpcc7942_1801,24.8,250,163,10,24,264,5,238,1.81e-06,44.3,271,0.922509225092251,<=>
1375,BSU_06330,Synpcc7942_1879,46.739,276,147,0,11,286,13,288,2.6399999999999995e-83,251.0,320,0.8625,<=>
1380,BSU_06360,Synpcc7942_0189,56.897,522,216,1,1,513,54,575,0.0,624.0,513,1.0175438596491229,<=>
1385,BSU_06430,Synpcc7942_1428,36.639,363,220,5,1,355,1,361,3.169999999999999e-66,211.0,380,0.9552631578947368,<=>
1388,BSU_06440,Synpcc7942_0315,53.828,431,198,1,1,430,1,431,2.829999999999999e-178,501.0,431,1.0,<=>
1391,BSU_06450,Synpcc7942_0927,53.50899999999999,228,102,1,9,232,5,232,4.7999999999999996e-89,259.0,241,0.946058091286307,<=>
1392,BSU_06460,Synpcc7942_0818,44.18600000000001,86,41,2,2,83,4,86,5.62e-24,83.2,84,1.0238095238095237,<=>
1393,BSU_06470,Synpcc7942_0819,52.074,217,104,0,1,217,1,217,1.9199999999999995e-82,241.0,227,0.9559471365638766,<=>
1395,BSU_06480,Synpcc7942_0003,51.852,756,318,14,22,734,18,770,0.0,741.0,742,1.0188679245283019,<=>
1398,BSU_06490,Synpcc7942_0004,45.887,462,236,6,10,463,25,480,5.009999999999999e-151,436.0,476,0.9705882352941176,<=>
1400,BSU_06500,Synpcc7942_0851,51.327,339,161,4,5,341,3,339,6.399999999999998e-110,320.0,346,0.9797687861271677,<=>
1401,BSU_06510,Synpcc7942_0958,44.50899999999999,173,96,0,4,176,20,192,2.46e-49,155.0,195,0.8871794871794871,<=>
1404,BSU_06520,Synpcc7942_0396,51.456,515,240,8,4,512,3,513,0.0,516.0,512,1.005859375,<=>
1406,BSU_06530,Synpcc7942_0925,47.733000000000004,419,212,4,1,413,1,418,5.289999999999998e-115,340.0,422,0.9928909952606635,<=>
1409,BSU_06610,Synpcc7942_2168,38.077,801,419,14,4,737,1,791,0.0,535.0,739,1.083897158322057,<=>
1414,BSU_06620,Synpcc7942_0277,50.151,662,319,3,8,663,15,671,0.0,645.0,668,0.9910179640718563,<=>
1417,BSU_06670,Synpcc7942_2322,44.565,92,51,0,4,95,3,94,1.0600000000000001e-24,85.9,96,0.9583333333333334,<=>
1418,BSU_06680,Synpcc7942_2117,58.038000000000004,479,197,2,8,485,4,479,0.0,540.0,485,0.9876288659793815,<=>
1419,BSU_06690,Synpcc7942_0118,53.83,483,212,2,3,474,11,493,2.6799999999999994e-180,510.0,476,1.0147058823529411,<=>
1421,BSU_06710,Synpcc7942_1869,24.908,1088,713,24,9,1045,16,1050,4.899999999999999e-79,277.0,1052,1.0342205323193916,<=>
1425,BSU_06730,Synpcc7942_0241,35.099000000000004,453,284,5,9,459,11,455,2.3299999999999994e-101,307.0,459,0.9869281045751634,<=>
1461,BSU_07220,Synpcc7942_1159,22.857,140,107,1,10,148,8,147,1.36e-06,42.4,167,0.8383233532934131,<=>
1464,BSU_07270,Synpcc7942_0062,43.191,257,142,3,1,254,1,256,2.4499999999999995e-73,221.0,254,1.0118110236220472,<=>
1486,BSU_07370,Synpcc7942_1381,43.396,636,344,5,1,621,1,635,3.039999999999999e-174,506.0,629,1.011128775834658,<=>
1565,BSU_07390,Synpcc7942_1739,28.570999999999998,126,73,3,4,129,6,114,3.18e-12,56.6,140,0.9,<=>
1711,BSU_07830,Synpcc7942_1659,35.122,205,117,5,1,202,1,192,1.61e-36,124.0,221,0.9276018099547512,<=>
1715,BSU_07880,Synpcc7942_0463,40.0,155,89,3,2,153,3,156,5.18e-35,116.0,156,0.9935897435897436,<=>
1716,BSU_07920,Synpcc7942_0023,40.643,342,192,4,13,349,15,350,7.609999999999999e-67,211.0,351,0.9743589743589743,<=>
1719,BSU_07990,Synpcc7942_1857,28.374000000000002,289,199,6,1,286,1,284,5.37e-24,95.1,286,1.0104895104895104,<=>
1725,BSU_08060,Synpcc7942_1944,39.815,324,185,3,11,325,17,339,3.5999999999999995e-80,244.0,333,0.972972972972973,<=>
1728,BSU_08080,Synpcc7942_1068,30.385,441,254,10,1,398,1,431,1.96e-47,164.0,398,1.1080402010050252,<=>
1843,BSU_08310,Synpcc7942_0427,39.344,305,155,2,5,309,7,281,8.94e-79,238.0,311,0.9807073954983923,<=>
1890,BSU_08380,Synpcc7942_0792,25.459,381,245,16,4,369,13,369,2.2000000000000002e-08,52.0,417,0.9136690647482014,<=>
1895,BSU_08470,Synpcc7942_1598,29.329,283,160,8,6,285,5,250,1.13e-27,104.0,293,0.9658703071672355,<=>
1896,BSU_08510,Synpcc7942_2477,41.368,307,160,5,1,297,1,297,2.3299999999999997e-76,232.0,303,1.0132013201320131,<=>
1910,BSU_08630,Synpcc7942_0673,38.681999999999995,349,203,4,13,355,7,350,1.0199999999999997e-85,260.0,369,0.94579945799458,<=>
1966,BSU_08720,Synpcc7942_1806,45.695,151,82,0,1,151,1,151,1.71e-47,148.0,157,0.9617834394904459,<=>
1972,BSU_08730,Synpcc7942_1648,33.846,130,85,1,11,140,13,141,2.1899999999999998e-26,93.6,145,0.896551724137931,<=>
2026,BSU_08850,Synpcc7942_1489,33.594,256,151,5,30,269,24,276,4.029999999999999e-37,129.0,276,0.927536231884058,<=>
2029,BSU_08880,Synpcc7942_0446,48.0,100,41,1,1,89,1,100,2.5200000000000003e-27,92.4,89,1.1235955056179776,<=>
2032,BSU_08930,Synpcc7942_1874,49.333,150,69,4,7,153,3,148,1.18e-41,133.0,160,0.9375,<=>
2156,BSU_09240,Synpcc7942_1351,32.243,214,133,4,1,207,7,215,8.34e-26,97.1,220,0.9727272727272728,<=>
2187,BSU_09340,Synpcc7942_0543,28.369,141,85,3,31,162,37,170,4.34e-11,55.5,174,0.8103448275862069,<=>
2227,BSU_09670,Synpcc7942_1335,29.119,261,162,9,5,257,5,250,5.57e-23,91.7,282,0.925531914893617,<=>
2416,BSU_10070,Synpcc7942_0256,46.281000000000006,363,190,4,20,379,32,392,1.8499999999999998e-108,321.0,396,0.9166666666666666,<=>
2423,BSU_10120,Synpcc7942_1086,37.152,323,193,6,11,326,10,329,1.7299999999999998e-71,223.0,353,0.9150141643059491,<=>
2424,BSU_10130,Synpcc7942_0137,27.914,326,207,11,5,308,3,322,1.9299999999999998e-32,120.0,310,1.0516129032258064,<=>
2427,BSU_10200,Synpcc7942_2270,24.638,345,234,9,11,342,10,341,2.4399999999999997e-16,75.1,346,0.9971098265895953,<=>
2429,BSU_10260,Synpcc7942_0501,31.28,211,139,5,1,209,1,207,1.5999999999999999e-21,85.1,214,0.985981308411215,<=>
2435,BSU_10310,Synpcc7942_0650,24.627,134,99,1,1,132,5,138,0.00010800000000000001,36.6,149,0.8993288590604027,<=>
2463,BSU_10520,Synpcc7942_1163,22.165,388,270,8,13,386,22,391,1.1900000000000002e-13,68.2,401,0.9675810473815462,<=>
2477,BSU_10660,Synpcc7942_0436,37.0,100,58,2,2,98,4,101,2.3999999999999997e-19,72.4,100,1.0,<=>
2479,BSU_10810,Synpcc7942_1984,26.354,277,178,5,5,257,10,284,8.22e-29,108.0,274,1.010948905109489,<=>
2481,BSU_10850,Synpcc7942_2596,26.666999999999998,315,199,11,5,306,16,311,5.28e-20,85.9,342,0.9210526315789473,<=>
2492,BSU_10900,Synpcc7942_2284,27.737,274,157,14,12,265,45,297,1.15e-10,57.0,268,1.0223880597014925,<=>
2498,BSU_10920,Synpcc7942_0295,57.632,380,153,3,3,374,7,386,8.809999999999997e-157,443.0,389,0.9768637532133676,<=>
2499,BSU_10930,Synpcc7942_2506,33.333,228,138,8,14,234,11,231,1.58e-35,122.0,236,0.9661016949152542,<=>
2503,BSU_10990,Synpcc7942_2115,23.81,231,171,4,55,282,56,284,3.4399999999999997e-09,52.8,282,0.8191489361702128,<=>
2506,BSU_11020,Synpcc7942_0865,41.104,163,96,0,1,163,1,163,1.76e-37,123.0,163,1.0,<=>
2510,BSU_11190,Synpcc7942_1433,41.32899999999999,346,202,1,1,345,7,352,1.2899999999999999e-89,269.0,345,1.0028985507246377,<=>
2512,BSU_11200,Synpcc7942_1896,45.588,408,210,3,11,406,7,414,1.9199999999999998e-110,327.0,406,1.0049261083743843,<=>
2514,BSU_11220,Synpcc7942_0943,42.356,399,200,8,2,377,25,416,5.399999999999999e-99,297.0,385,1.0363636363636364,<=>
2525,BSU_11250,Synpcc7942_2514,51.986999999999995,302,143,2,9,310,3,302,8.74e-107,310.0,319,0.9467084639498433,<=>
2527,BSU_11330,Synpcc7942_1455,44.308,325,161,4,5,311,10,332,1.8899999999999996e-94,280.0,312,1.0416666666666667,<=>
2528,BSU_11340,Synpcc7942_0537,57.663999999999994,411,173,1,3,412,6,416,9.109999999999997e-175,491.0,413,0.9951573849878934,<=>
2628,BSU_11420,Synpcc7942_1308,48.494,332,165,3,2,327,21,352,8.609999999999998e-112,325.0,330,1.006060606060606,<=>
2740,BSU_11670,Synpcc7942_2406,31.491999999999997,362,236,8,5,363,3,355,7.859999999999998e-45,155.0,369,0.981029810298103,<=>
2743,BSU_11680,Synpcc7942_1058,36.923,65,40,1,2,66,7,70,4.53e-07,39.3,66,0.9848484848484849,<=>
2744,BSU_11690,Synpcc7942_0576,54.263999999999996,258,112,2,3,254,21,278,1.76e-86,255.0,256,1.0078125,<=>
2746,BSU_11710,Synpcc7942_2379,46.153999999999996,260,139,1,1,260,1,259,6.2e-56,177.0,271,0.959409594095941,<=>
2748,BSU_11720,Synpcc7942_0126,50.391000000000005,256,122,2,3,255,2,255,2.1399999999999995e-87,257.0,258,0.9922480620155039,<=>
2759,BSU_11880,Synpcc7942_0370,32.407,432,239,8,1,382,1,429,1.9499999999999997e-55,185.0,390,1.1076923076923078,<=>
2839,BSU_12840,Synpcc7942_0184,34.154,325,187,9,18,318,26,347,2.21e-33,123.0,333,0.975975975975976,<=>
2853,BSU_12940,Synpcc7942_2052,34.201,269,173,1,55,319,22,290,1.0599999999999999e-39,137.0,320,0.840625,<=>
2899,BSU_12960,Synpcc7942_0821,22.726999999999997,462,292,17,103,532,88,516,7.09e-22,95.1,549,0.8415300546448088,<=>
2901,BSU_12970,Synpcc7942_1963,34.812,293,176,5,11,299,6,287,5.579999999999999e-49,162.0,319,0.9184952978056427,<=>
2902,BSU_12980,Synpcc7942_2373,29.213,356,217,18,14,355,7,341,8.209999999999999e-25,99.8,366,0.9726775956284153,<=>
2950,BSU_13080,Synpcc7942_0502,28.221,163,114,2,2,162,3,164,2.45e-21,82.4,172,0.9476744186046512,<=>
2951,BSU_13110,Synpcc7942_1008,49.281000000000006,278,139,2,22,299,8,283,4.669999999999999e-100,291.0,300,0.9266666666666666,<=>
2956,BSU_13130,Synpcc7942_2265,40.256,390,230,2,24,413,28,414,3.3899999999999995e-91,278.0,415,0.9397590361445783,<=>
2958,BSU_13170,Synpcc7942_0120,46.753,154,77,3,4,155,7,157,1.38e-44,140.0,156,0.9871794871794872,<=>
2961,BSU_13220,Synpcc7942_1305,27.955,533,339,16,7,513,3,516,5.37e-45,163.0,547,0.9744058500914077,<=>
3045,BSU_13250,Synpcc7942_1873,48.443999999999996,225,113,1,3,227,2,223,2.27e-75,224.0,228,0.9868421052631579,<=>
3081,BSU_13300,Synpcc7942_1269,33.102,432,284,2,22,448,31,462,6.749999999999999e-80,251.0,451,0.9578713968957872,<=>
3105,BSU_13430,Synpcc7942_0619,35.028,177,102,4,20,187,4,176,2.0999999999999998e-30,108.0,221,0.8009049773755657,<=>
3130,BSU_13550,Synpcc7942_1992,40.882,340,200,1,9,347,5,344,1.0499999999999995e-89,270.0,353,0.9631728045325779,<=>
3131,BSU_13570,Synpcc7942_2358,33.196999999999996,244,150,7,19,249,19,262,5.11e-34,120.0,259,0.9420849420849421,<=>
3133,BSU_13580,Synpcc7942_1794,37.468,387,240,1,2,386,3,389,1.6199999999999996e-98,295.0,398,0.9723618090452262,<=>
3138,BSU_13590,Synpcc7942_1426,24.598000000000003,435,285,11,2,399,31,459,9.62e-25,102.0,405,1.0740740740740742,<=>
3139,BSU_13600,Synpcc7942_0510,28.311,219,146,5,1,216,1,211,5.02e-29,105.0,235,0.9319148936170213,<=>
3140,BSU_13610,Synpcc7942_1993,31.706999999999997,205,136,4,1,203,1,203,1.8299999999999999e-25,95.1,209,0.9808612440191388,<=>
