,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
1360,Synpcc7942_0673,USA300HOU_RS10135,36.900999999999996,355,196,8,10,354,7,343,9.369999999999998e-76,234.0,360,0.9861111111111112,<=>
1363,Synpcc7942_0681,USA300HOU_RS01325,27.236,246,133,7,5,223,6,232,2.34e-18,77.4,232,1.0603448275862069,<=>
1366,Synpcc7942_0684,USA300HOU_RS06185,59.25899999999999,243,95,2,9,248,3,244,1.23e-97,282.0,249,0.9759036144578314,<=>
1373,Synpcc7942_0685,USA300HOU_RS10925,58.64,544,218,3,1,544,1,537,0.0,637.0,555,0.9801801801801802,<=>
1387,Synpcc7942_0695,USA300HOU_RS08935,40.972,144,85,0,1,144,1,144,1.45e-41,133.0,168,0.8571428571428571,<=>
1391,Synpcc7942_0702,USA300HOU_RS14580,30.645,248,152,6,1,229,1,247,4.15e-32,115.0,262,0.9465648854961832,<=>
1393,Synpcc7942_0704,USA300HOU_RS00835,33.333,174,92,4,19,191,45,195,9.34e-22,85.5,211,0.8246445497630331,<=>
1398,Synpcc7942_0707,USA300HOU_RS02450,29.019000000000002,479,293,14,1,471,1,440,6.72e-47,165.0,489,0.9795501022494888,<=>
1400,Synpcc7942_0711,USA300HOU_RS06045,49.538999999999994,1084,509,12,1,1080,1,1050,0.0,1058.0,1097,0.9881494986326345,<=>
1411,Synpcc7942_0715,USA300HOU_RS11340,50.0,396,191,4,1,393,29,420,9.999999999999998e-128,371.0,395,1.0025316455696203,<=>
1426,Synpcc7942_0774,USA300HOU_RS05195,24.815,270,167,11,26,280,16,264,4.9e-06,43.1,295,0.9152542372881356,<=>
1428,Synpcc7942_0776,USA300HOU_RS08130,43.478,299,150,7,11,301,6,293,1.2799999999999998e-70,217.0,301,0.9933554817275747,<=>
1430,Synpcc7942_0777,USA300HOU_RS05295,48.943999999999996,284,144,1,1,284,1,283,1.8699999999999997e-94,277.0,289,0.9826989619377162,<=>
1501,Synpcc7942_0783,USA300HOU_RS14545,38.14,215,120,4,1,213,1,204,7.659999999999999e-44,142.0,218,0.9862385321100917,<=>
1508,Synpcc7942_0792,USA300HOU_RS11805,21.693,378,274,10,32,401,15,378,9.940000000000002e-05,40.4,411,0.9197080291970803,<=>
1509,Synpcc7942_0801,USA300HOU_RS08290,45.0,200,105,3,29,226,1,197,5.5500000000000007e-61,186.0,229,0.8733624454148472,<=>
1511,Synpcc7942_0806,USA300HOU_RS08410,28.049,246,152,10,5,231,1,240,9.300000000000001e-17,73.6,243,1.0123456790123457,<=>
1593,Synpcc7942_0818,USA300HOU_RS05315,29.73,74,52,0,8,81,6,79,9.07e-11,50.1,89,0.8314606741573034,<=>
1594,Synpcc7942_0819,USA300HOU_RS05320,46.083,217,116,1,1,217,1,216,7.329999999999998e-69,207.0,221,0.9819004524886877,<=>
1610,Synpcc7942_0827,USA300HOU_RS14005,23.304000000000002,339,210,9,4,339,1,292,1.0599999999999999e-19,84.3,348,0.9741379310344828,<=>
1612,Synpcc7942_0830,USA300HOU_RS07440,38.739000000000004,444,235,12,16,455,13,423,2.68e-94,288.0,462,0.961038961038961,<=>
1617,Synpcc7942_0835,USA300HOU_RS08730,54.858999999999995,319,144,0,35,353,8,326,1.4699999999999995e-122,353.0,375,0.8506666666666667,<=>
1630,Synpcc7942_0848,USA300HOU_RS04110,55.955,974,383,5,28,996,6,938,0.0,1063.0,1003,0.9710867397806581,<=>
1659,Synpcc7942_0851,USA300HOU_RS05335,53.687,339,152,3,3,340,5,339,5.6199999999999984e-123,353.0,341,0.9941348973607038,<=>
1701,Synpcc7942_0876,USA300HOU_RS08615,43.051,885,477,14,29,899,4,875,0.0,671.0,899,0.9844271412680756,<=>
1705,Synpcc7942_0881,USA300HOU_RS10400,30.108,279,170,10,6,276,3,264,3.89e-23,92.4,291,0.9587628865979382,<=>
1706,Synpcc7942_0883,USA300HOU_RS12180,59.803999999999995,102,41,0,4,105,1,102,4.44e-44,135.0,105,0.9714285714285714,<=>
1707,Synpcc7942_0884,USA300HOU_RS02880,71.149,409,103,3,1,409,1,394,0.0,570.0,409,1.0,<=>
1713,Synpcc7942_0885,USA300HOU_RS02875,59.339,696,275,4,1,692,1,692,0.0,844.0,694,1.0028818443804035,<=>
1723,Synpcc7942_0886,USA300HOU_RS02870,58.974,156,64,0,1,156,1,156,2.3799999999999996e-68,201.0,156,1.0,<=>
1724,Synpcc7942_0887,USA300HOU_RS02865,66.176,136,33,1,1,123,1,136,1.96e-61,181.0,124,1.096774193548387,<=>
1725,Synpcc7942_0890,USA300HOU_RS02375,42.422,1511,782,26,22,1515,15,1454,0.0,1131.0,1536,0.9837239583333334,<=>
1727,Synpcc7942_0894,USA300HOU_RS08210,33.525999999999996,173,102,5,12,180,8,171,2.01e-26,95.9,190,0.9105263157894737,<=>
1758,Synpcc7942_0925,USA300HOU_RS05350,38.902,419,242,6,1,417,1,407,6.559999999999998e-96,291.0,433,0.9676674364896074,<=>
1760,Synpcc7942_0927,USA300HOU_RS05310,44.643,224,120,1,5,228,4,223,4.72e-73,219.0,241,0.9294605809128631,<=>
1761,Synpcc7942_0930,USA300HOU_RS11335,47.761,134,69,1,20,153,10,142,1.5499999999999998e-40,130.0,155,0.864516129032258,<=>
1775,Synpcc7942_0941,USA300HOU_RS11020,40.208,577,333,6,1,568,3,576,3.159999999999999e-134,402.0,569,1.0140597539543057,<=>
1896,Synpcc7942_0943,USA300HOU_RS00975,36.455999999999996,395,231,8,20,410,8,386,2.2799999999999996e-79,247.0,422,0.9360189573459715,<=>
1902,Synpcc7942_0944,USA300HOU_RS08805,30.193,414,261,10,14,408,14,418,1.4000000000000002e-53,180.0,412,1.0048543689320388,<=>
1979,Synpcc7942_0956,USA300HOU_RS02265,29.756,410,191,11,19,368,4,376,1.8899999999999998e-54,181.0,380,1.0789473684210527,<=>
1982,Synpcc7942_0958,USA300HOU_RS05340,34.973,183,118,1,18,199,2,184,7.81e-42,136.0,209,0.8755980861244019,<=>
1984,Synpcc7942_0959,USA300HOU_RS08745,48.851000000000006,348,169,4,3,343,2,347,1.1699999999999997e-97,292.0,343,1.0145772594752187,<=>
1988,Synpcc7942_0960,USA300HOU_RS01090,41.927,384,191,5,37,414,7,364,9.089999999999999e-95,285.0,417,0.920863309352518,<=>
2056,Synpcc7942_0962,USA300HOU_RS06115,32.366,448,277,7,8,447,4,433,1.4999999999999997e-79,249.0,451,0.9933481152993349,<=>
2060,Synpcc7942_0967,USA300HOU_RS08845,43.791000000000004,306,163,5,7,309,2,301,3.749999999999999e-84,253.0,320,0.95625,<=>
2061,Synpcc7942_0970,USA300HOU_RS13915,24.008000000000003,529,305,22,19,503,16,491,3.1e-19,86.7,523,1.011472275334608,<=>
2064,Synpcc7942_0972,USA300HOU_RS02540,45.161,124,64,4,4,127,2,121,9.07e-35,113.0,130,0.9538461538461539,<=>
2067,Synpcc7942_0975,USA300HOU_RS05925,41.368,307,153,4,11,290,2,308,2.939999999999999e-74,226.0,296,1.037162162162162,<=>
2075,Synpcc7942_0983,USA300HOU_RS11540,40.191,209,123,2,11,217,4,212,7.629999999999999e-51,161.0,228,0.9166666666666666,<=>
2078,Synpcc7942_0985,USA300HOU_RS13520,23.671,414,272,12,44,451,3,378,9.57e-14,68.9,460,0.9,<=>
2083,Synpcc7942_0987,USA300HOU_RS08010,34.783,138,87,3,8,143,8,144,7.86e-27,94.7,147,0.9387755102040817,<=>
2092,Synpcc7942_1003,USA300HOU_RS06960,34.335,466,273,7,47,503,25,466,1.6599999999999998e-77,248.0,517,0.9013539651837524,<=>
2097,Synpcc7942_1007,USA300HOU_RS09890,53.07,456,213,1,8,463,4,458,2.9699999999999993e-176,498.0,463,0.9848812095032398,<=>
2103,Synpcc7942_1010,USA300HOU_RS07985,40.329,243,135,6,3,241,6,242,2.15e-51,164.0,243,1.0,<=>
2144,Synpcc7942_1017,USA300HOU_RS03615,36.515,241,141,7,6,241,4,237,1.1499999999999998e-45,149.0,253,0.9525691699604744,<=>
2155,Synpcc7942_1026,USA300HOU_RS06070,25.133000000000003,565,378,11,20,567,18,554,8.14e-53,186.0,584,0.9674657534246576,<=>
2159,Synpcc7942_1029,USA300HOU_RS02910,30.063000000000002,316,179,10,13,297,47,351,1.6499999999999999e-32,119.0,304,1.0394736842105263,<=>
2161,Synpcc7942_1030,USA300HOU_RS03910,30.82,305,185,8,59,358,60,343,1.3899999999999999e-31,119.0,373,0.8176943699731903,<=>
2171,Synpcc7942_1068,USA300HOU_RS05465,28.665,457,271,14,1,431,1,428,1.17e-35,132.0,431,1.060324825986079,<=>
2179,Synpcc7942_1079,USA300HOU_RS06165,39.881,672,374,10,124,788,12,660,8.029999999999997e-154,462.0,817,0.8225214198286414,<=>
2183,Synpcc7942_1080,USA300HOU_RS10895,32.867,429,277,6,17,444,15,433,4.059999999999999e-66,214.0,447,0.959731543624161,<=>
