,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
751,Synpcc7942_0277,BSU_06620,49.925,667,323,3,15,676,8,668,0.0,640.0,679,0.9823269513991163,<=>
752,Synpcc7942_0280,BSU_16930,43.85,374,207,3,8,380,7,378,1.8999999999999995e-98,297.0,421,0.8883610451306413,<=>
753,Synpcc7942_0281,BSU_35530,40.532,301,165,3,13,311,10,298,2.8999999999999993e-73,228.0,357,0.8431372549019608,<=>
755,Synpcc7942_0282,BSU_36900,65.602,407,139,1,13,419,8,413,0.0,555.0,427,0.9531615925058547,<=>
756,Synpcc7942_0283,BSU_00810,36.957,322,194,5,19,332,2,322,9.619999999999999e-65,205.0,334,0.9640718562874252,<=>
760,Synpcc7942_0288,BSU_00500,41.441,444,254,2,6,445,8,449,1.9999999999999998e-119,353.0,452,0.9823008849557522,<=>
767,Synpcc7942_0292,BSU_15700,40.863,394,228,4,9,402,4,392,6.309999999999999e-85,261.0,408,0.9656862745098039,<=>
769,Synpcc7942_0295,BSU_10920,57.632,380,153,3,7,386,3,374,1.3899999999999995e-156,443.0,395,0.9620253164556962,<=>
770,Synpcc7942_0297,BSU_00690,51.55,613,278,8,1,604,1,603,0.0,605.0,613,1.0,<=>
777,Synpcc7942_0300,BSU_28030,57.101000000000006,338,136,3,10,344,6,337,1.4699999999999996e-133,381.0,345,0.9797101449275363,<=>
790,Synpcc7942_0310,BSU_00460,35.165,273,161,4,8,280,7,263,3.38e-46,155.0,314,0.8694267515923567,<=>
791,Synpcc7942_0311,BSU_00420,34.444,270,166,4,4,267,23,287,1.4799999999999999e-40,139.0,279,0.967741935483871,<=>
795,Synpcc7942_0315,BSU_06440,53.828,431,198,1,1,431,1,430,4.3999999999999986e-178,501.0,431,1.0,<=>
799,Synpcc7942_0319,BSU_24260,45.66,265,135,3,3,266,5,261,1.26e-72,221.0,272,0.9742647058823529,<=>
800,Synpcc7942_0320,BSU_38860,44.545,330,171,5,6,326,3,329,7.099999999999999e-95,282.0,332,0.9939759036144579,<=>
806,Synpcc7942_0321,BSU_36520,41.071000000000005,112,66,0,1,112,5,116,5.1500000000000005e-24,85.9,112,1.0,<=>
807,Synpcc7942_0322,BSU_23140,22.666999999999998,525,292,18,2,441,29,524,4.73e-25,104.0,456,1.1513157894736843,<=>
809,Synpcc7942_0324,BSU_15210,34.32,338,213,6,38,368,26,361,1.0699999999999997e-47,163.0,394,0.8578680203045685,<=>
817,Synpcc7942_0335,BSU_36840,30.337,178,123,1,3,180,2,178,3.38e-22,85.5,180,0.9888888888888889,<=>
818,Synpcc7942_0336,BSU_36830,62.4,500,186,1,2,501,1,498,0.0,640.0,505,0.9900990099009901,<=>
821,Synpcc7942_0337,BSU_36820,37.898,314,167,3,1,314,1,286,8.49e-65,203.0,316,0.9936708860759493,<=>
828,Synpcc7942_0348,BSU_16940,60.923,325,126,1,11,334,3,327,2.7699999999999993e-150,424.0,356,0.9129213483146067,<=>
912,Synpcc7942_0353,BSU_19350,39.286,308,183,2,9,316,15,318,2.3899999999999995e-65,205.0,320,0.9625,<=>
915,Synpcc7942_0355,BSU_16650,37.391,115,70,1,6,120,4,116,8.96e-26,91.3,137,0.8394160583941606,<=>
919,Synpcc7942_0368,BSU_24300,31.628,430,246,6,48,431,7,434,1.1999999999999998e-63,209.0,450,0.9555555555555556,<=>
922,Synpcc7942_0370,BSU_11880,32.87,432,237,9,1,429,1,382,2.8699999999999996e-63,206.0,434,0.9953917050691244,<=>
926,Synpcc7942_0371,BSU_21910,45.946000000000005,296,157,2,1,295,1,294,5.359999999999999e-97,285.0,299,0.9899665551839465,<=>
946,Synpcc7942_0396,BSU_06520,51.456,515,240,8,3,513,4,512,0.0,525.0,513,1.003898635477583,<=>
947,Synpcc7942_0400,BSU_00750,55.729,192,78,2,1,192,1,185,1.2699999999999996e-75,223.0,200,0.96,<=>
955,Synpcc7942_0405,BSU_25560,25.879,313,218,7,2,307,16,321,8.59e-18,79.7,332,0.9427710843373494,<=>
956,Synpcc7942_0408,BSU_22650,31.658,199,124,8,5,199,6,196,6.340000000000001e-22,86.7,217,0.9170506912442397,<=>
957,Synpcc7942_0411,BSU_22630,43.556000000000004,225,124,3,19,242,13,235,1.0800000000000001e-57,182.0,266,0.8458646616541353,<=>
966,Synpcc7942_0419,BSU_30200,34.824,313,194,7,9,317,18,324,2.0099999999999998e-54,177.0,320,0.978125,<=>
968,Synpcc7942_0427,BSU_08310,39.344,305,155,2,7,281,5,309,1.2599999999999998e-78,238.0,282,1.0815602836879432,<=>
1058,Synpcc7942_0430,BSU_24270,49.442,627,303,9,1,621,1,619,0.0,586.0,636,0.9858490566037735,<=>
1063,Synpcc7942_0434,BSU_03250,36.164,318,154,5,2,315,5,277,1.61e-60,192.0,335,0.9492537313432836,<=>
1065,Synpcc7942_0436,BSU_10660,41.379,87,46,2,4,88,2,85,1.79e-18,70.9,101,0.8613861386138614,<=>
1075,Synpcc7942_0446,BSU_08880,48.0,100,41,1,1,100,1,89,4.4000000000000005e-27,92.4,100,1.0,<=>
1077,Synpcc7942_0447,BSU_22340,43.20399999999999,206,115,2,16,220,11,215,2.28e-56,176.0,228,0.9035087719298246,<=>
1082,Synpcc7942_0449,BSU_00130,50.465,430,206,4,16,443,1,425,2.689999999999999e-153,438.0,443,0.9706546275395034,<=>
1085,Synpcc7942_0451,BSU_19560,24.0,175,121,5,17,184,14,183,1.1e-05,41.6,209,0.8373205741626795,<=>
1100,Synpcc7942_0455,BSU_27710,55.402,361,158,1,14,371,7,367,2.509999999999999e-155,439.0,384,0.9401041666666666,<=>
1101,Synpcc7942_0459,BSU_06150,27.874000000000002,348,212,9,15,355,20,335,9.97e-30,114.0,369,0.943089430894309,<=>
1110,Synpcc7942_0460,BSU_33890,40.146,137,80,1,13,147,19,155,5.95e-33,111.0,157,0.8726114649681529,<=>
1118,Synpcc7942_0463,BSU_07880,40.0,155,89,3,3,156,2,153,8.409999999999999e-35,116.0,163,0.950920245398773,<=>
1123,Synpcc7942_0469,BSU_33910,50.096000000000004,521,238,6,5,515,2,510,4.509999999999998e-177,506.0,532,0.9793233082706767,<=>
1125,Synpcc7942_0471,BSU_32580,36.63,273,166,5,6,276,33,300,9.62e-53,171.0,276,0.9891304347826086,<=>
1142,Synpcc7942_0479,BSU_25510,65.378,595,206,0,7,601,12,606,0.0,843.0,604,0.9850993377483444,<=>
1169,Synpcc7942_0482,BSU_15170,31.866,568,373,10,29,589,10,570,1.6199999999999996e-78,258.0,589,0.9643463497453311,<=>
1185,Synpcc7942_0487,BSU_23310,35.106,188,100,4,14,189,3,180,6.32e-30,106.0,220,0.8545454545454545,<=>
1188,Synpcc7942_0488,BSU_15500,32.483000000000004,431,272,8,6,426,5,426,1.15e-58,195.0,442,0.9751131221719457,<=>
1191,Synpcc7942_0489,BSU_37960,48.098,447,232,0,13,459,8,454,1.1099999999999998e-154,444.0,459,0.9738562091503268,<=>
1206,Synpcc7942_0492,BSU_16670,34.694,294,182,7,14,303,20,307,2.84e-54,176.0,315,0.9333333333333333,<=>
1216,Synpcc7942_0501,BSU_10260,31.28,211,139,5,1,207,1,209,2.92e-15,68.6,216,0.9768518518518519,<=>
1219,Synpcc7942_0502,BSU_13080,28.221,163,114,2,3,164,2,162,4.1700000000000006e-21,82.4,188,0.8670212765957447,<=>
1224,Synpcc7942_0504,BSU_28170,39.13,414,231,6,1,409,1,398,6.199999999999997e-91,280.0,438,0.9452054794520548,<=>
1225,Synpcc7942_0505,BSU_37090,41.449,345,177,4,1,345,1,320,1.9399999999999997e-87,263.0,345,1.0,<=>
1226,Synpcc7942_0506,BSU_16510,59.82899999999999,234,93,1,16,248,6,239,8.509999999999999e-94,273.0,253,0.924901185770751,<=>
1229,Synpcc7942_0507,BSU_16520,53.888999999999996,180,83,0,3,182,6,185,2.0099999999999998e-69,206.0,182,0.989010989010989,<=>
1230,Synpcc7942_0510,BSU_13600,28.311,219,146,5,1,211,1,216,7.17e-29,105.0,216,1.0138888888888888,<=>
1233,Synpcc7942_0511,BSU_28160,23.372,261,153,6,64,324,62,275,7.48e-09,52.8,325,0.803076923076923,<=>
1331,Synpcc7942_0525,BSU_22700,41.986999999999995,312,169,6,39,347,37,339,2.7799999999999994e-80,247.0,368,0.8478260869565217,<=>
1335,Synpcc7942_0526,BSU_28740,33.829,269,167,6,5,269,27,288,2.24e-40,139.0,293,0.9180887372013652,<=>
1347,Synpcc7942_0534,BSU_01780,38.08,646,349,13,1,641,1,600,1.8399999999999993e-125,380.0,641,1.0078003120124805,<=>
1352,Synpcc7942_0536,BSU_15920,58.108000000000004,74,31,0,5,78,3,76,2.35e-23,81.6,80,0.925,<=>
1353,Synpcc7942_0537,BSU_11340,57.663999999999994,411,173,1,6,416,3,412,1.4299999999999995e-174,491.0,417,0.9856115107913669,<=>
1370,Synpcc7942_0538,BSU_17890,53.373000000000005,667,301,8,7,667,3,665,0.0,701.0,668,0.9985029940119761,<=>
1372,Synpcc7942_0542,BSU_32330,49.818999999999996,277,137,2,4,279,10,285,5.889999999999998e-95,280.0,297,0.9326599326599326,<=>
1373,Synpcc7942_0543,BSU_09340,26.136,176,109,4,2,170,1,162,2.25e-11,56.6,187,0.9411764705882353,<=>
1379,Synpcc7942_0552,BSU_35660,49.167,360,179,3,6,363,4,361,8.429999999999998e-119,346.0,372,0.967741935483871,<=>
1380,Synpcc7942_0554,BSU_40920,60.0,365,142,3,2,363,3,366,1.7099999999999997e-159,449.0,363,1.0055096418732783,<=>
1411,Synpcc7942_0559,BSU_00710,40.484,289,165,5,3,289,2,285,1.2099999999999997e-69,214.0,297,0.9730639730639731,<=>
1495,Synpcc7942_0563,BSU_35170,60.942,658,251,4,4,659,5,658,0.0,835.0,666,0.987987987987988,<=>
1607,Synpcc7942_0571,BSU_17570,27.43,463,314,13,2,457,6,453,2.27e-40,147.0,457,1.013129102844639,<=>
1609,Synpcc7942_0572,BSU_37020,29.851,134,81,6,10,141,3,125,9.65e-09,47.8,146,0.9178082191780822,<=>
1613,Synpcc7942_0576,BSU_11690,54.263999999999996,258,112,2,21,278,3,254,3.0699999999999997e-92,271.0,286,0.9020979020979021,<=>
1619,Synpcc7942_0579,BSU_35590,26.785999999999998,336,199,14,25,329,26,345,1.83e-14,70.9,377,0.8912466843501327,<=>
1638,Synpcc7942_0587,BSU_28090,48.026,912,439,9,1,909,1,880,0.0,916.0,909,1.0033003300330032,<=>
1643,Synpcc7942_0588,BSU_02230,51.706,381,183,1,9,389,5,384,2.9299999999999994e-137,394.0,391,0.9744245524296675,<=>
1649,Synpcc7942_0592,BSU_29190,37.061,313,175,7,3,313,1,293,1.5500000000000001e-58,189.0,360,0.8694444444444445,<=>
1654,Synpcc7942_0597,BSU_30800,67.273,275,84,2,5,279,3,271,1.4399999999999998e-137,386.0,279,0.985663082437276,<=>
1688,Synpcc7942_0603,BSU_30970,33.06,366,201,7,2,345,3,346,1.37e-60,198.0,430,0.8511627906976744,<=>
1691,Synpcc7942_0604,BSU_15790,63.083999999999996,214,78,1,28,240,4,217,3.409999999999999e-97,280.0,247,0.8663967611336032,<=>
1692,Synpcc7942_0608,BSU_13620,33.758,157,95,3,17,164,12,168,4.21e-24,90.1,180,0.8722222222222222,<=>
1699,Synpcc7942_0611,BSU_28580,36.94,804,465,15,7,791,1,781,5.289999999999998e-144,440.0,796,1.0100502512562815,<=>
1701,Synpcc7942_0612,BSU_29140,44.205,371,201,3,10,379,6,371,2.479999999999999e-106,315.0,386,0.961139896373057,<=>
1709,Synpcc7942_0616,BSU_25490,31.624000000000002,351,224,6,6,353,2,339,1.7699999999999996e-55,182.0,353,0.9943342776203966,<=>
1710,Synpcc7942_0619,BSU_13430,34.3,207,117,6,4,206,20,211,3.8999999999999996e-30,108.0,211,0.981042654028436,<=>
1789,Synpcc7942_0626,BSU_21870,49.511,614,252,10,1,612,1,558,0.0,545.0,619,0.9919224555735057,<=>
1790,Synpcc7942_0628,BSU_37500,37.255,255,156,3,23,277,21,271,8.73e-49,160.0,286,0.8916083916083916,<=>
1791,Synpcc7942_0631,BSU_01050,53.125,128,55,2,1,128,1,123,5.190000000000001e-25,89.4,128,1.0,<=>
1792,Synpcc7942_0632,BSU_01040,32.278,158,106,1,1,158,1,157,3.28e-26,95.1,175,0.9028571428571428,<=>
1793,Synpcc7942_0633,BSU_01030,50.725,207,102,0,19,225,19,225,6.2299999999999995e-68,206.0,237,0.8734177215189873,<=>
1794,Synpcc7942_0634,BSU_01020,73.05,141,38,0,1,141,1,141,8.779999999999998e-71,206.0,141,1.0,<=>
1795,Synpcc7942_0635,BSU_01010,41.758,182,97,3,22,203,4,176,1.63e-45,145.0,205,0.8878048780487805,<=>
1801,Synpcc7942_0638,BSU_38370,33.858000000000004,127,76,5,2,125,4,125,4.52e-12,56.2,137,0.927007299270073,<=>
1805,Synpcc7942_0639,BSU_33900,63.158,418,149,3,9,421,4,421,0.0,521.0,430,0.9720930232558139,<=>
1887,Synpcc7942_0641,BSU_28440,34.38,605,366,12,33,634,3,579,2.0399999999999998e-106,330.0,635,0.952755905511811,<=>
1916,Synpcc7942_0645,BSU_28120,59.102,423,172,1,31,453,6,427,1.9899999999999995e-180,508.0,453,0.9337748344370861,<=>
1936,Synpcc7942_0650,BSU_10310,24.627,134,99,1,5,138,1,132,0.000182,36.6,161,0.8322981366459627,<=>
1937,Synpcc7942_0651,BSU_15710,36.961999999999996,836,448,18,10,803,3,801,2.769999999999999e-171,511.0,806,1.0372208436724566,<=>
1947,Synpcc7942_0669,BSU_38620,32.804,189,106,8,9,180,12,196,2.5600000000000002e-18,75.9,194,0.9742268041237113,<=>
1948,Synpcc7942_0670,BSU_15490,36.05,319,169,7,7,325,2,285,4.04e-58,187.0,338,0.9437869822485208,<=>
1958,Synpcc7942_0673,BSU_08630,38.681999999999995,349,203,4,7,350,13,355,3.6099999999999995e-84,257.0,360,0.9694444444444444,<=>
1963,Synpcc7942_0677,BSU_38018,31.730999999999998,104,66,3,18,120,6,105,2.97e-06,40.4,126,0.8253968253968254,<=>
1964,Synpcc7942_0681,BSU_00900,39.64,222,131,3,3,223,5,224,2.8099999999999994e-48,155.0,232,0.9568965517241379,<=>
1968,Synpcc7942_0684,BSU_15910,58.13,246,99,2,6,248,2,246,1.2199999999999998e-102,295.0,249,0.9879518072289156,<=>
2006,Synpcc7942_0688,BSU_05330,35.714,112,57,4,14,111,1,111,7.730000000000001e-17,67.4,112,1.0,<=>
2023,Synpcc7942_0695,BSU_29000,47.403,154,78,1,1,154,1,151,1.38e-51,159.0,168,0.9166666666666666,<=>
2034,Synpcc7942_0707,BSU_00270,34.946999999999996,475,268,16,1,456,1,453,2.2499999999999996e-72,234.0,489,0.9713701431492843,<=>
2038,Synpcc7942_0711,BSU_15520,48.086999999999996,1098,535,10,1,1095,1,1066,0.0,1021.0,1097,1.0009115770282588,<=>
2052,Synpcc7942_0713,BSU_25070,39.018,387,187,10,13,390,2,348,1.0999999999999998e-82,255.0,407,0.9508599508599509,<=>
2058,Synpcc7942_0715,BSU_36760,51.015,394,189,2,2,395,31,420,1.5399999999999997e-139,402.0,395,0.9974683544303797,<=>
2071,Synpcc7942_0774,BSU_02260,24.031,258,168,7,26,277,56,291,4.66e-06,43.9,295,0.8745762711864407,<=>
2075,Synpcc7942_0775,BSU_32060,40.132,152,82,2,7,149,2,153,2.9800000000000003e-27,97.1,159,0.9559748427672956,<=>
2076,Synpcc7942_0776,BSU_24280,47.44,293,151,3,11,301,5,296,2.4199999999999993e-79,240.0,301,0.973421926910299,<=>
2078,Synpcc7942_0777,BSU_24310,51.601000000000006,281,135,1,1,281,1,280,1.3999999999999995e-102,298.0,289,0.972318339100346,<=>
2171,Synpcc7942_0783,BSU_34920,38.35,206,121,2,1,206,4,203,3.86e-44,144.0,218,0.944954128440367,<=>
2180,Synpcc7942_0792,BSU_08380,25.459,381,245,16,13,369,4,369,3.3700000000000004e-08,52.0,411,0.927007299270073,<=>
2182,Synpcc7942_0794,BSU_06180,31.858,226,142,4,1,217,1,223,1.74e-20,84.0,257,0.8793774319066148,<=>
2185,Synpcc7942_0801,BSU_25020,50.495,202,96,3,29,227,1,201,8.39e-68,204.0,229,0.8820960698689956,<=>
2187,Synpcc7942_0806,BSU_25440,27.948,229,144,7,20,231,19,243,1.0600000000000001e-16,73.9,243,0.9423868312757202,<=>
2198,Synpcc7942_0813,BSU_34930,29.65,371,235,10,1,364,2,353,8.029999999999999e-39,140.0,420,0.8833333333333333,<=>
2291,Synpcc7942_0818,BSU_06460,44.18600000000001,86,41,2,4,86,2,83,9.25e-24,83.2,89,0.9662921348314607,<=>
2292,Synpcc7942_0819,BSU_06470,52.074,217,104,0,1,217,1,217,2.9e-82,241.0,221,0.9819004524886877,<=>
2294,Synpcc7942_0821,BSU_12960,22.320999999999998,560,357,21,1,516,7,532,4.879999999999999e-23,99.4,533,1.050656660412758,<=>
2300,Synpcc7942_0823,BSU_31800,26.885,305,204,8,46,337,45,343,2.8699999999999996e-21,90.5,348,0.8764367816091954,<=>
2312,Synpcc7942_0830,BSU_22360,36.117,443,248,11,16,455,13,423,3.549999999999999e-89,275.0,462,0.9588744588744589,<=>
2317,Synpcc7942_0835,BSU_27730,58.912,331,135,1,29,359,3,332,1.8999999999999995e-137,392.0,375,0.8826666666666667,<=>
2324,Synpcc7942_0841,BSU_26640,31.343000000000004,402,214,8,26,425,2,343,9.51e-55,182.0,446,0.9013452914798207,<=>
2335,Synpcc7942_0848,BSU_35160,56.937,973,379,5,26,996,4,938,0.0,1078.0,1003,0.9700897308075773,<=>
2366,Synpcc7942_0851,BSU_06500,51.327,339,161,4,3,339,5,341,2.4299999999999996e-118,342.0,341,0.9941348973607038,<=>
2471,Synpcc7942_0865,BSU_11020,41.104,163,96,0,1,163,1,163,2.7300000000000004e-37,123.0,163,1.0,<=>
2474,Synpcc7942_0876,BSU_27410,46.833,884,446,13,29,897,4,878,0.0,728.0,899,0.9833147942157954,<=>
2478,Synpcc7942_0881,BSU_27900,34.495,287,166,5,6,277,3,282,2.65e-44,149.0,291,0.9862542955326461,<=>
2480,Synpcc7942_0883,BSU_01150,61.765,102,39,0,4,105,1,102,1.2399999999999999e-45,139.0,105,0.9714285714285714,<=>
2481,Synpcc7942_0884,BSU_01130,71.046,411,102,4,1,409,1,396,0.0,560.0,409,1.0048899755501222,<=>
2486,Synpcc7942_0885,BSU_01120,63.545,694,248,3,1,692,1,691,0.0,913.0,694,1.0,<=>
2494,Synpcc7942_0886,BSU_01110,59.615,156,63,0,1,156,1,156,4.569999999999999e-69,203.0,156,1.0,<=>
2495,Synpcc7942_0887,BSU_01100,70.07300000000001,137,28,1,1,124,1,137,4.019999999999999e-64,188.0,124,1.1048387096774193,<=>
2496,Synpcc7942_0890,BSU_18450,46.184,1507,748,19,23,1517,18,1473,0.0,1318.0,1536,0.9811197916666666,<=>
2498,Synpcc7942_0894,BSU_03150,30.723000000000003,166,110,5,11,173,13,176,3.06e-19,78.2,190,0.8736842105263158,<=>
2502,Synpcc7942_0896,BSU_27990,50.566,265,128,3,1,263,1,264,3.7099999999999993e-91,268.0,268,0.9888059701492538,<=>
