,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
574,Synpcc7942_0179,b3074,29.166999999999998,96,59,3,6,98,1,90,2.6e-08,45.4,117,0.8205128205128205,<=>
581,Synpcc7942_0185,b3447,27.19,548,328,16,2,500,46,571,1.32e-43,159.0,508,1.078740157480315,<=>
603,Synpcc7942_0189,b2507,50.095,527,249,3,57,575,5,525,0.0,544.0,575,0.9165217391304348,<=>
607,Synpcc7942_0194,b3863,40.389,978,491,19,8,952,9,927,0.0,628.0,953,1.0262329485834207,<=>
610,Synpcc7942_0203,b0414,38.606,373,193,6,4,353,2,361,2.6199999999999995e-79,244.0,368,1.013586956521739,<=>
617,Synpcc7942_0209,b3248,37.097,186,105,5,15,195,4,182,1.18e-25,95.9,208,0.8942307692307693,<=>
619,Synpcc7942_0212,b2329,50.14,357,169,2,2,358,3,350,1.0599999999999995e-111,327.0,362,0.9861878453038674,<=>
621,Synpcc7942_0216,b4051,30.818,318,211,6,15,330,11,321,7.29e-31,116.0,338,0.9408284023668639,<=>
631,Synpcc7942_0221,b2388,31.845,336,193,8,5,335,6,310,2.31e-47,160.0,345,0.9739130434782609,<=>
635,Synpcc7942_0227,b1204,42.188,192,104,3,8,198,5,190,5.1299999999999994e-39,130.0,208,0.9230769230769231,<=>
636,Synpcc7942_0232,b0908,28.859,447,278,13,15,446,2,423,1.4099999999999998e-33,128.0,448,0.9977678571428571,<=>
641,Synpcc7942_0241,b2785,31.081,444,268,15,15,451,17,429,3.04e-54,184.0,455,0.9758241758241758,<=>
645,Synpcc7942_0242,b3196,40.064,312,159,7,25,322,19,316,6.83e-42,146.0,369,0.8455284552845529,<=>
646,Synpcc7942_0244,b3428,47.648999999999994,808,417,3,30,836,11,813,0.0,767.0,844,0.957345971563981,<=>
648,Synpcc7942_0245,b1779,56.456,333,139,2,4,336,3,329,2.469999999999999e-135,385.0,353,0.943342776203966,<=>
658,Synpcc7942_0247,b3269,41.303999999999995,368,199,6,20,371,22,388,7.819999999999998e-80,247.0,377,0.9761273209549072,<=>
680,Synpcc7942_0249,b3271,63.485,241,87,1,21,261,12,251,5.1099999999999986e-111,317.0,261,0.9233716475095786,<=>
776,Synpcc7942_0254,b2231,43.665,884,431,8,7,854,8,860,0.0,708.0,856,1.0327102803738317,<=>
778,Synpcc7942_0256,b1338,28.733,442,247,10,20,406,2,430,2.9399999999999996e-33,126.0,408,1.0833333333333333,<=>
784,Synpcc7942_0262,b2838,27.149,442,268,12,29,449,3,411,6.82e-33,126.0,464,0.9525862068965517,<=>
786,Synpcc7942_0264,b0174,48.305,236,118,1,17,248,9,244,1.7699999999999996e-78,234.0,251,0.9402390438247012,<=>
789,Synpcc7942_0267,b3740,28.283,198,129,4,23,220,19,203,4.63e-19,79.7,242,0.8181818181818182,<=>
794,Synpcc7942_0273,b0103,41.011,178,103,2,10,187,1,176,1.1799999999999998e-32,114.0,209,0.8516746411483254,<=>
795,Synpcc7942_0276,b2979,51.489,470,227,1,12,481,17,485,4.1199999999999993e-165,473.0,490,0.9591836734693877,<=>
799,Synpcc7942_0277,b2411,46.141999999999996,674,347,6,12,675,3,670,0.0,582.0,679,0.9926362297496318,<=>
805,Synpcc7942_0280,b2249,28.954,411,249,10,9,415,5,376,1.1299999999999999e-30,119.0,421,0.9762470308788599,<=>
809,Synpcc7942_0282,b2551,60.488,410,159,2,9,416,8,416,2.839999999999998e-172,486.0,427,0.9601873536299765,<=>
810,Synpcc7942_0283,b3260,38.291,316,187,5,19,327,1,315,2.4899999999999998e-62,198.0,334,0.9461077844311377,<=>
817,Synpcc7942_0288,b3730,40.351,456,262,7,2,452,6,456,2.189999999999999e-107,323.0,452,1.008849557522124,<=>
826,Synpcc7942_0292,b3639,37.221,403,242,7,6,405,2,396,7.399999999999998e-65,210.0,408,0.9877450980392157,<=>
827,Synpcc7942_0297,b3178,52.195,615,270,8,6,611,3,602,0.0,620.0,613,1.00326264274062,<=>
832,Synpcc7942_0300,b3251,56.25,336,137,4,3,330,1,334,5.379999999999998e-123,355.0,345,0.9739130434782609,<=>
855,Synpcc7942_0311,b0051,33.582,268,165,5,3,269,11,266,1.5899999999999999e-46,154.0,279,0.9605734767025089,<=>
861,Synpcc7942_0320,b0759,41.867,332,180,6,6,327,3,331,1.1499999999999998e-82,251.0,332,1.0,<=>
869,Synpcc7942_0321,b2553,65.179,112,39,0,1,112,1,112,4.2199999999999996e-47,144.0,112,1.0,<=>
872,Synpcc7942_0324,b0089,36.119,371,215,8,22,378,46,408,5.299999999999999e-53,179.0,394,0.9416243654822335,<=>
879,Synpcc7942_0331,b3738,27.014,211,133,6,64,255,63,271,1.21e-13,66.2,261,0.8084291187739464,<=>
880,Synpcc7942_0334,b3736,29.518,166,96,5,17,171,1,156,5.83e-07,43.9,171,0.9707602339181286,<=>
882,Synpcc7942_0336,b3734,54.747,495,213,1,8,491,7,501,0.0,553.0,505,0.9801980198019802,<=>
885,Synpcc7942_0337,b3733,35.556,315,174,4,1,314,1,287,4.22e-62,196.0,316,0.9968354430379747,<=>
896,Synpcc7942_0348,b2699,62.08,327,123,1,7,332,2,328,4.1899999999999995e-148,419.0,356,0.9185393258426966,<=>
898,Synpcc7942_0350,b3195,36.078,255,149,4,38,288,8,252,3.0699999999999995e-39,135.0,292,0.8732876712328768,<=>
992,Synpcc7942_0355,b3167,32.203,118,77,2,6,121,7,123,1.34e-14,63.2,137,0.8613138686131386,<=>
995,Synpcc7942_0367,b2410,26.182,275,167,10,45,300,72,329,1.86e-05,42.4,307,0.8957654723127035,<=>
999,Synpcc7942_0370,b3939,31.555,431,247,4,1,431,1,383,1.5900000000000001e-60,199.0,434,0.9930875576036866,<=>
1002,Synpcc7942_0371,b4013,46.78,295,157,0,1,295,1,295,2.8499999999999996e-96,283.0,299,0.9866220735785953,<=>
1006,Synpcc7942_0378,b3194,34.63,257,158,3,6,253,3,258,2.1499999999999998e-35,124.0,264,0.9734848484848485,<=>
1016,Synpcc7942_0396,b4006,47.727,528,253,8,3,513,8,529,6.449999999999998e-161,464.0,513,1.0292397660818713,<=>
1017,Synpcc7942_0400,b3360,57.216,194,76,2,1,194,1,187,2.9999999999999994e-79,232.0,200,0.97,<=>
1028,Synpcc7942_0411,b1260,34.959,246,155,2,1,243,1,244,5.770000000000001e-41,139.0,266,0.924812030075188,<=>
1030,Synpcc7942_0419,b0775,55.986999999999995,309,135,1,3,311,2,309,9.12e-125,358.0,320,0.965625,<=>
1128,Synpcc7942_0430,b0420,46.4,625,309,8,3,621,11,615,0.0,535.0,636,0.9827044025157232,<=>
1136,Synpcc7942_0440,b0677,35.843,332,199,8,1,331,28,346,1.0600000000000001e-56,187.0,375,0.8853333333333333,<=>
1147,Synpcc7942_0446,b3307,48.515,101,51,1,1,100,1,101,4.14e-25,87.8,100,1.01,<=>
1148,Synpcc7942_0447,b1633,37.379,206,122,3,9,211,3,204,1.78e-40,135.0,228,0.9035087719298246,<=>
1152,Synpcc7942_0449,b0893,47.43,428,212,3,16,435,1,423,4.1699999999999987e-134,390.0,443,0.9661399548532731,<=>
1155,Synpcc7942_0451,b2473,27.0,200,137,5,12,203,14,212,4.1299999999999995e-07,45.8,209,0.9569377990430622,<=>
1176,Synpcc7942_0454,b1992,32.812,256,138,12,1,239,1,239,1.1200000000000001e-22,90.5,251,1.0199203187250996,<=>
1177,Synpcc7942_0455,b0406,47.658,363,184,3,13,371,1,361,8.68e-121,352.0,384,0.9453125,<=>
1178,Synpcc7942_0458,b2154,59.353,278,109,3,1,276,1,276,9.729999999999999e-115,328.0,278,1.0,<=>
1180,Synpcc7942_0459,b0356,70.461,369,109,0,1,369,1,369,0.0,528.0,369,1.0,<=>
1199,Synpcc7942_0463,b2061,34.266,143,81,5,1,142,1,131,3.8600000000000004e-15,65.9,163,0.8773006134969326,<=>
1204,Synpcc7942_0469,b3612,49.323,517,246,5,5,514,4,511,2.8699999999999993e-174,499.0,532,0.9718045112781954,<=>
1210,Synpcc7942_0472,b0422,33.846,65,43,0,9,73,10,74,9.73e-08,42.0,74,0.8783783783783784,<=>
1211,Synpcc7942_0473,b1650,49.056999999999995,371,170,5,4,363,3,365,2.4299999999999995e-115,337.0,368,1.0081521739130435,<=>
1216,Synpcc7942_0479,b2569,57.93,599,251,1,6,604,1,598,0.0,705.0,604,0.9917218543046358,<=>
1251,Synpcc7942_0482,b0084,26.072,583,400,12,13,587,7,566,9.019999999999998e-48,173.0,589,0.9898132427843803,<=>
1266,Synpcc7942_0488,b0512,30.088,452,280,11,3,426,4,447,4.4e-56,189.0,442,1.0226244343891402,<=>
1275,Synpcc7942_0489,b1746,29.885,435,240,15,15,414,45,449,5.269999999999999e-34,130.0,459,0.9477124183006536,<=>
1296,Synpcc7942_0492,b0025,38.225,293,175,5,14,305,18,305,1.43e-56,182.0,315,0.9301587301587302,<=>
1307,Synpcc7942_0504,b1210,35.036,411,251,5,1,409,1,397,3.6699999999999995e-66,214.0,438,0.9383561643835616,<=>
1308,Synpcc7942_0505,b3925,42.815,341,175,5,1,337,1,325,8.159999999999996e-83,252.0,345,0.9884057971014493,<=>
1310,Synpcc7942_0506,b0171,50.648999999999994,231,114,0,16,246,9,239,1.5399999999999997e-78,234.0,253,0.9130434782608695,<=>
1312,Synpcc7942_0507,b0172,54.545,176,80,0,5,180,8,183,5.879999999999999e-60,182.0,182,0.967032967032967,<=>
1319,Synpcc7942_0512,b4262,21.666999999999998,360,250,10,29,377,6,344,3.6e-06,45.4,394,0.9137055837563451,<=>
1320,Synpcc7942_0513,b3201,53.39,236,106,2,14,248,7,239,8.859999999999997e-81,239.0,250,0.944,<=>
1411,Synpcc7942_0514,b3200,25.49,153,66,5,7,121,11,153,5.11e-05,38.1,140,1.0928571428571427,<=>
1417,Synpcc7942_0525,b3389,44.78,364,193,3,4,367,3,358,2.2999999999999994e-93,280.0,368,0.9891304347826086,<=>
1418,Synpcc7942_0526,b3452,30.846999999999998,295,185,9,4,290,8,291,8.36e-30,111.0,293,1.006825938566553,<=>
1424,Synpcc7942_0530,b4166,43.75,304,161,5,5,302,10,309,7.549999999999998e-80,244.0,317,0.9589905362776026,<=>
1427,Synpcc7942_0534,b3729,43.625,651,315,13,1,641,1,609,1.2199999999999996e-160,471.0,641,1.015600624024961,<=>
1434,Synpcc7942_0536,b1094,62.667,75,28,0,6,80,4,78,2.13e-25,87.0,80,0.9375,<=>
1435,Synpcc7942_0537,b1095,52.068000000000005,411,196,1,6,415,3,413,6.1999999999999976e-139,400.0,417,0.9856115107913669,<=>
1437,Synpcc7942_0538,b2935,56.364,660,277,7,14,667,9,663,0.0,725.0,668,0.9880239520958084,<=>
1440,Synpcc7942_0542,b0628,50.714,280,135,3,1,278,34,312,1.03e-102,300.0,297,0.9427609427609428,<=>
1443,Synpcc7942_0544,b1251,30.208000000000002,96,57,1,14,99,3,98,2.41e-08,44.7,99,0.9696969696969697,<=>
1448,Synpcc7942_0549,b2832,25.714000000000002,245,142,7,27,251,13,237,4.21e-08,49.7,253,0.9683794466403162,<=>
1450,Synpcc7942_0552,b3786,49.73,370,171,3,6,363,1,367,2.7299999999999994e-119,347.0,372,0.9946236559139785,<=>
1462,Synpcc7942_0554,b1203,58.126999999999995,363,149,3,2,363,3,363,1.6599999999999996e-146,416.0,363,1.0,<=>
1497,Synpcc7942_0559,b3401,24.468000000000004,282,192,9,3,279,5,270,3.7900000000000003e-17,77.0,297,0.9494949494949495,<=>
1594,Synpcc7942_0563,b0779,57.143,672,274,4,3,664,4,671,0.0,762.0,666,1.009009009009009,<=>
1601,Synpcc7942_0564,b1117,43.056000000000004,216,121,2,11,225,10,224,1.9499999999999998e-48,156.0,237,0.9113924050632911,<=>
1698,Synpcc7942_0568,b0337,26.160999999999998,409,274,11,34,427,15,410,2.3100000000000003e-21,92.8,438,0.9337899543378996,<=>
1699,Synpcc7942_0569,b2741,42.177,294,147,3,19,311,56,327,1.6899999999999996e-72,224.0,311,0.9453376205787781,<=>
1704,Synpcc7942_0571,b0270,27.886999999999997,459,312,7,2,455,1,445,2.5300000000000002e-53,182.0,457,1.0043763676148796,<=>
1711,Synpcc7942_0572,b0187,31.579,133,80,4,10,141,4,126,1.16e-09,50.4,146,0.910958904109589,<=>
1712,Synpcc7942_0576,b3991,53.817,262,114,3,21,282,1,255,1.0199999999999997e-85,254.0,286,0.916083916083916,<=>
1719,Synpcc7942_0580,b0635,32.885999999999996,596,360,13,20,581,20,609,5.349999999999999e-87,280.0,605,0.9851239669421488,<=>
1721,Synpcc7942_0582,b3353,27.517,298,198,10,36,325,44,331,6.72e-17,77.4,334,0.8922155688622755,<=>
1723,Synpcc7942_0584,b2914,44.888999999999996,225,112,5,16,239,6,219,1.07e-48,157.0,241,0.9336099585062241,<=>
1725,Synpcc7942_0585,b0161,34.89,364,188,9,67,404,41,381,5.61e-56,188.0,406,0.896551724137931,<=>
1729,Synpcc7942_0586,b3032,32.258,248,151,7,3,236,15,259,3.0599999999999996e-25,97.8,246,1.008130081300813,<=>
1731,Synpcc7942_0587,b4258,43.375,966,450,16,8,900,1,942,0.0,788.0,909,1.0627062706270627,<=>
1735,Synpcc7942_0588,b1849,56.053000000000004,380,165,2,10,389,14,391,3.119999999999999e-139,399.0,391,0.9718670076726342,<=>
1740,Synpcc7942_0592,b3916,38.217,314,168,9,3,312,2,293,5.03e-56,183.0,360,0.8722222222222222,<=>
1749,Synpcc7942_0597,b2262,67.5,280,84,3,2,279,11,285,3.3599999999999993e-137,385.0,279,1.003584229390681,<=>
1767,Synpcc7942_0603,b3430,32.037,437,238,9,5,420,21,419,7.979999999999998e-69,221.0,430,1.0162790697674418,<=>
1771,Synpcc7942_0604,b3386,52.778,216,101,1,24,238,2,217,3.7399999999999993e-79,235.0,247,0.8744939271255061,<=>
1774,Synpcc7942_0605,b1520,28.421,285,185,6,12,288,9,282,3.73e-36,129.0,327,0.8715596330275229,<=>
1789,Synpcc7942_0612,b0720,38.641999999999996,383,223,7,3,373,39,421,2.3299999999999996e-89,273.0,386,0.9922279792746114,<=>
1791,Synpcc7942_0613,b2340,27.273000000000003,165,100,6,1,158,1,152,3.0399999999999997e-07,44.7,162,1.0185185185185186,<=>
1798,Synpcc7942_0619,b1752,24.084,191,117,7,19,205,69,235,3.42e-06,43.1,211,0.9052132701421801,<=>
1866,Synpcc7942_0626,b3771,74.878,617,154,1,1,617,1,616,0.0,948.0,619,0.9967689822294022,<=>
1870,Synpcc7942_0628,b0121,32.986,288,184,5,3,284,2,286,9.769999999999999e-50,163.0,286,1.006993006993007,<=>
1871,Synpcc7942_0631,b3986,57.812,128,47,2,1,128,1,121,1.03e-32,108.0,128,1.0,<=>
1872,Synpcc7942_0632,b3985,29.285999999999998,140,98,1,1,140,1,139,5.32e-17,71.2,175,0.8,<=>
1873,Synpcc7942_0633,b3984,45.74,223,120,1,4,225,3,225,6.619999999999999e-62,191.0,237,0.9409282700421941,<=>
1874,Synpcc7942_0634,b3983,62.676,142,52,1,1,141,1,142,6.739999999999999e-61,181.0,141,1.0070921985815602,<=>
1875,Synpcc7942_0635,b3982,40.86,186,97,3,20,203,6,180,2.4299999999999997e-43,140.0,205,0.9073170731707317,<=>
1881,Synpcc7942_0638,b1651,62.308,130,49,0,1,130,1,130,1.52e-59,177.0,137,0.948905109489051,<=>
1883,Synpcc7942_0639,b2779,62.175,423,152,3,7,421,2,424,1.6399999999999996e-176,497.0,430,0.9837209302325581,<=>
2002,Synpcc7942_0645,b0154,55.66,424,187,1,31,453,3,426,7.249999999999999e-173,489.0,453,0.9359823399558499,<=>
2018,Synpcc7942_0650,b0234,23.214000000000002,168,98,6,2,161,1,145,1.18e-05,40.0,161,1.0434782608695652,<=>
2031,Synpcc7942_0670,b4245,32.821999999999996,326,188,11,6,328,7,304,1.76e-38,136.0,338,0.9644970414201184,<=>
2039,Synpcc7942_0673,b2961,44.667,300,155,5,14,310,10,301,5.1699999999999996e-77,238.0,360,0.8333333333333334,<=>
2044,Synpcc7942_0674,b2436,54.688,320,105,5,1,312,12,299,1.0999999999999999e-112,325.0,317,1.0094637223974763,<=>
2046,Synpcc7942_0681,b2747,36.444,225,133,5,4,224,11,229,1.3199999999999999e-31,113.0,232,0.9698275862068966,<=>
2047,Synpcc7942_0682,b3620,22.15,307,201,9,1,284,1,292,8.619999999999999e-08,50.1,319,0.9623824451410659,<=>
2054,Synpcc7942_0684,b1093,50.403,248,115,4,4,248,1,243,1.1699999999999999e-77,232.0,249,0.9959839357429718,<=>
2072,Synpcc7942_0685,b4143,59.245,530,214,1,2,531,3,530,0.0,610.0,555,0.954954954954955,<=>
2084,Synpcc7942_0695,b0413,44.966,149,82,0,1,149,1,149,9.849999999999999e-43,136.0,168,0.8869047619047619,<=>
2087,Synpcc7942_0701,b0443,26.561999999999998,128,89,3,19,142,5,131,2.19e-06,41.6,153,0.8366013071895425,<=>
2109,Synpcc7942_0711,b0033,58.53,1102,420,9,1,1096,1,1071,0.0,1280.0,1097,1.0045578851412944,<=>
2112,Synpcc7942_0713,b2515,37.249,349,183,8,18,363,7,322,9.989999999999999e-71,224.0,407,0.8574938574938575,<=>
2116,Synpcc7942_0715,b3189,51.653999999999996,393,184,4,4,395,32,419,9.069999999999999e-133,384.0,395,0.9949367088607595,<=>
2117,Synpcc7942_0717,b2065,30.366,191,109,9,1,169,1,189,4.15e-08,47.8,174,1.0977011494252873,<=>
2126,Synpcc7942_0770,b0480,23.658,503,286,18,24,458,30,502,5.68e-20,89.7,494,1.0182186234817814,<=>
2136,Synpcc7942_0776,b0421,43.333,300,160,6,9,300,1,298,3.5299999999999996e-56,181.0,301,0.9966777408637874,<=>
2138,Synpcc7942_0777,b0529,51.748000000000005,286,137,1,1,286,1,285,7.969999999999998e-98,286.0,289,0.9896193771626297,<=>
2139,Synpcc7942_0781,b1702,54.847,815,333,7,19,830,9,791,0.0,877.0,838,0.9725536992840096,<=>
2144,Synpcc7942_0782,b0449,33.836,597,364,9,11,598,8,582,1.4599999999999998e-86,278.0,598,0.9983277591973244,<=>
2244,Synpcc7942_0794,b1304,30.875999999999998,217,150,0,1,217,1,217,1.4199999999999998e-31,113.0,257,0.8443579766536965,<=>
2246,Synpcc7942_0801,b1656,53.769,199,85,3,29,226,1,193,3.3499999999999993e-75,223.0,229,0.868995633187773,<=>
2248,Synpcc7942_0804,b0052,36.95,341,188,6,10,342,6,327,1.2999999999999998e-63,202.0,353,0.9660056657223796,<=>
2249,Synpcc7942_0806,b2946,27.386,241,153,7,7,234,5,236,4.79e-15,69.3,243,0.9917695473251029,<=>
2254,Synpcc7942_0811,b4065,28.151,476,282,18,16,445,1,462,2.51e-29,118.0,527,0.9032258064516129,<=>
2387,Synpcc7942_0821,b3544,26.451999999999998,465,282,16,63,492,60,499,1.3299999999999999e-30,122.0,533,0.8724202626641651,<=>
2395,Synpcc7942_0822,b1486,38.73,315,192,1,25,339,21,334,4.3800000000000004e-54,177.0,341,0.9237536656891495,<=>
2405,Synpcc7942_0827,b4352,31.054000000000002,351,195,11,1,342,1,313,1.1699999999999999e-39,139.0,348,1.0086206896551724,<=>
2408,Synpcc7942_0830,b0930,58.03,467,190,5,1,462,1,466,0.0,571.0,462,1.0108225108225108,<=>
2415,Synpcc7942_0835,b1860,59.062,320,127,1,44,359,15,334,1.4199999999999996e-135,387.0,375,0.8533333333333334,<=>
2419,Synpcc7942_0842,b3500,41.648,449,258,4,1,445,1,449,7.359999999999999e-109,326.0,446,1.006726457399103,<=>
2431,Synpcc7942_0846,b1780,30.233,258,165,6,20,268,40,291,3.56e-30,112.0,272,0.9485294117647058,<=>
2435,Synpcc7942_0848,b4058,54.806000000000004,978,396,10,26,996,2,940,0.0,1033.0,1003,0.9750747756729811,<=>
2470,Synpcc7942_0851,b2499,55.988,334,144,2,1,334,7,337,1.0199999999999998e-138,394.0,341,0.9794721407624634,<=>
2571,Synpcc7942_0865,b0426,36.25,160,100,1,6,163,3,162,2.65e-30,105.0,163,0.9815950920245399,<=>
2575,Synpcc7942_0876,b2697,46.412,864,431,11,33,878,7,856,0.0,741.0,899,0.9610678531701891,<=>
2578,Synpcc7942_0879,b0183,49.457,184,86,3,19,201,10,187,5.3100000000000004e-45,145.0,215,0.8558139534883721,<=>
2581,Synpcc7942_0883,b3321,59.803999999999995,102,41,0,4,105,1,102,1.0200000000000001e-42,132.0,105,0.9714285714285714,<=>
2583,Synpcc7942_0884,b3339,72.059,408,99,2,1,408,1,393,0.0,573.0,409,0.9975550122249389,<=>
2591,Synpcc7942_0885,b3340,58.68899999999999,702,272,7,1,687,1,699,0.0,838.0,694,1.0115273775216138,<=>
2601,Synpcc7942_0886,b3341,55.128,156,70,0,1,156,1,156,8.019999999999999e-58,175.0,156,1.0,<=>
2602,Synpcc7942_0887,b3342,74.194,124,32,0,1,124,1,124,2.9299999999999994e-67,196.0,124,1.0,<=>
2604,Synpcc7942_0890,b3212,45.599,1511,752,20,23,1517,8,1464,0.0,1251.0,1536,0.9837239583333334,<=>
2605,Synpcc7942_0894,b3390,36.905,168,102,4,11,175,6,172,8.27e-28,100.0,190,0.8842105263157894,<=>
2609,Synpcc7942_0896,b1175,46.641999999999996,268,133,4,1,259,1,267,2.2499999999999997e-75,228.0,268,1.0,<=>
2612,Synpcc7942_0897,b1174,31.25,80,51,2,5,80,3,82,2.4e-08,44.3,91,0.8791208791208791,<=>
2613,Synpcc7942_0903,b0118,66.9,858,268,6,1,845,1,855,0.0,1131.0,861,0.9965156794425087,<=>
2616,Synpcc7942_0909,b2528,43.519,108,53,2,12,116,3,105,3.14e-26,91.7,118,0.9152542372881356,<=>
2623,Synpcc7942_0913,b4256,39.041,146,85,3,2,144,1,145,4.4e-22,84.3,164,0.8902439024390244,<=>
2627,Synpcc7942_0918,b1805,24.88,627,330,24,30,604,23,560,8.82e-31,124.0,649,0.9661016949152542,<=>
2638,Synpcc7942_0922,b0144,42.034,295,152,4,7,298,18,296,4.7099999999999995e-64,201.0,300,0.9833333333333333,<=>
2665,Synpcc7942_0925,b4005,49.645,423,209,4,1,420,1,422,3.789999999999999e-136,394.0,433,0.976905311778291,<=>
2666,Synpcc7942_0927,b2476,37.555,229,138,2,3,231,5,228,2.2899999999999994e-53,169.0,241,0.950207468879668,<=>
2669,Synpcc7942_0929,b0096,37.545,277,169,3,5,277,2,278,6.999999999999999e-53,172.0,284,0.9753521126760564,<=>
2670,Synpcc7942_0930,b0180,46.809,141,72,2,12,150,5,144,3.2599999999999995e-42,135.0,155,0.9096774193548387,<=>
2672,Synpcc7942_0931,b0181,44.813,241,128,2,2,241,5,241,6.269999999999999e-69,211.0,268,0.8992537313432836,<=>
