,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
161,b0096,Synpcc7942_0929,37.545,277,169,3,2,278,5,277,4.41e-53,172.0,305,0.9081967213114754,<=>
166,b0103,Synpcc7942_0273,41.011,178,103,2,1,176,10,187,2.57e-34,117.0,206,0.8640776699029126,<=>
168,b0106,Synpcc7942_2069,27.219,338,240,3,65,398,75,410,1.78e-46,160.0,400,0.845,<=>
175,b0109,Synpcc7942_0951,41.391999999999996,273,148,5,31,297,16,282,1.5499999999999999e-50,165.0,297,0.9191919191919192,<=>
180,b0116,Synpcc7942_1198,33.902,469,291,7,1,452,1,467,1.5599999999999996e-76,244.0,474,0.989451476793249,<=>
184,b0118,Synpcc7942_0903,66.783,858,269,6,1,855,1,845,0.0,1160.0,865,0.991907514450867,<=>
186,b0121,Synpcc7942_0628,32.986,288,184,5,2,286,3,284,5.769999999999999e-50,163.0,288,1.0,<=>
234,b0134,Synpcc7942_2381,46.245,253,131,5,3,252,2,252,4.0499999999999994e-67,206.0,264,0.9583333333333334,<=>
235,b0142,Synpcc7942_2272,43.478,161,85,4,2,158,10,168,4.3699999999999995e-30,104.0,159,1.0125786163522013,<=>
238,b0144,Synpcc7942_0922,42.034,295,152,4,18,296,7,298,2.8399999999999994e-64,201.0,308,0.9577922077922078,<=>
240,b0146,Synpcc7942_2040,41.81,232,129,5,5,234,9,236,1.4399999999999997e-54,171.0,234,0.9914529914529915,<=>
292,b0154,Synpcc7942_0645,55.66,424,187,1,3,426,31,453,3.999999999999999e-173,489.0,426,0.9953051643192489,<=>
295,b0155,Synpcc7942_1576,40.177,453,261,4,5,455,2,446,9.749999999999999e-102,308.0,473,0.9577167019027484,<=>
301,b0161,Synpcc7942_0585,35.038000000000004,391,211,11,6,373,23,393,9.13e-58,192.0,474,0.8248945147679325,<=>
304,b0168,Synpcc7942_2446,45.2,250,135,2,3,251,26,274,1.0799999999999998e-79,238.0,264,0.946969696969697,<=>
306,b0169,Synpcc7942_2530,48.511,235,120,1,1,235,1,234,3.2e-80,238.0,241,0.975103734439834,<=>
309,b0171,Synpcc7942_0506,50.648999999999994,231,114,0,9,239,16,246,8.579999999999999e-79,234.0,241,0.9585062240663901,<=>
310,b0172,Synpcc7942_0507,54.545,176,80,0,8,183,5,180,3.5099999999999994e-60,182.0,185,0.9513513513513514,<=>
311,b0173,Synpcc7942_1513,43.068999999999996,404,220,3,1,398,1,400,1.3299999999999998e-111,329.0,398,1.015075376884422,<=>
312,b0174,Synpcc7942_0264,48.305,236,118,1,9,244,17,248,1.0399999999999999e-78,234.0,253,0.932806324110672,<=>
318,b0179,Synpcc7942_1449,31.534000000000002,352,226,5,4,341,1,351,6.43e-52,172.0,341,1.032258064516129,<=>
324,b0180,Synpcc7942_0930,46.809,141,72,2,5,144,12,150,1.8599999999999996e-42,135.0,151,0.9337748344370861,<=>
325,b0181,Synpcc7942_0931,44.813,241,128,2,5,241,2,241,3.5999999999999997e-69,211.0,262,0.9198473282442748,<=>
329,b0182,Synpcc7942_0932,28.871,381,255,8,14,381,11,388,2.2899999999999997e-39,141.0,382,0.9973821989528796,<=>
330,b0183,Synpcc7942_0879,49.457,184,86,3,10,187,19,201,2.8699999999999993e-45,145.0,198,0.9292929292929293,<=>
333,b0185,Synpcc7942_1595,54.313,313,140,1,5,317,11,320,8.139999999999998e-106,308.0,319,0.9811912225705329,<=>
336,b0187,Synpcc7942_0572,31.579,133,80,4,4,126,10,141,6.02e-10,50.4,129,1.0310077519379846,<=>
341,b0194,Synpcc7942_1959,47.138000000000005,594,279,12,1,564,7,595,2.949999999999999e-175,506.0,572,1.0384615384615385,<=>
411,b0212,Synpcc7942_1403,42.36600000000001,262,136,4,1,251,1,258,1.3899999999999999e-70,214.0,251,1.043824701195219,<=>
414,b0219,Synpcc7942_2358,29.114,237,140,11,34,248,35,265,5.79e-14,66.2,256,0.92578125,<=>
415,b0223,Synpcc7942_2184,45.349,258,135,2,1,255,1,255,1.1899999999999998e-82,245.0,255,1.011764705882353,<=>
417,b0234,Synpcc7942_0650,23.214000000000002,168,98,6,1,145,2,161,6.44e-06,40.0,150,1.12,<=>
420,b0242,Synpcc7942_2197,42.857,364,206,2,4,365,2,365,1.3299999999999997e-94,283.0,367,0.9918256130790191,<=>
421,b0243,Synpcc7942_2265,41.791000000000004,402,227,2,16,417,22,416,1.5099999999999997e-97,295.0,417,0.9640287769784173,<=>
483,b0270,Synpcc7942_0571,27.886999999999997,459,312,7,1,445,2,455,1.6400000000000001e-50,174.0,460,0.9978260869565218,<=>
484,b0273,Synpcc7942_2514,37.879,330,176,7,4,333,3,303,9.749999999999998e-67,208.0,334,0.9880239520958084,<=>
515,b0337,Synpcc7942_0568,26.160999999999998,409,274,11,15,410,34,427,1.32e-21,92.8,427,0.9578454332552693,<=>
521,b0340,Synpcc7942_2104,42.361000000000004,144,80,3,14,156,5,146,2.12e-32,109.0,156,0.9230769230769231,<=>
528,b0349,Synpcc7942_2284,25.651,269,182,8,24,286,43,299,5.11e-10,55.5,288,0.9340277777777778,<=>
538,b0356,Synpcc7942_0459,70.461,369,109,0,1,369,1,369,0.0,555.0,369,1.0,<=>
592,b0367,Synpcc7942_2106,31.101999999999997,254,169,4,19,268,7,258,5.65e-30,110.0,275,0.9236363636363636,<=>
595,b0369,Synpcc7942_1792,52.978,319,143,3,6,318,5,322,5.809999999999998e-111,322.0,324,0.9845679012345679,<=>
597,b0381,Synpcc7942_2375,41.758,364,184,6,1,353,1,347,5.859999999999999e-89,268.0,364,1.0,<=>
615,b0386,Synpcc7942_2058,40.602,266,155,3,1,266,1,263,5.989999999999999e-62,192.0,269,0.9888475836431226,<=>
618,b0399,Synpcc7942_1012,45.339,236,115,4,2,225,23,256,2.8499999999999997e-63,194.0,229,1.0305676855895196,<=>
657,b0405,Synpcc7942_2348,44.22,346,178,6,6,343,14,352,1.8099999999999998e-85,259.0,356,0.9719101123595506,<=>
658,b0406,Synpcc7942_0455,47.658,363,184,3,1,361,13,371,4.97e-121,352.0,375,0.968,<=>
660,b0409,Synpcc7942_0141,32.381,315,180,9,21,314,11,313,8.219999999999999e-34,122.0,323,0.9752321981424149,<=>
663,b0413,Synpcc7942_0695,44.966,149,82,0,1,149,1,149,9.129999999999999e-35,115.0,149,1.0,<=>
664,b0414,Synpcc7942_0203,38.606,373,193,6,2,361,4,353,1.5299999999999998e-79,244.0,367,1.0163487738419619,<=>
667,b0415,Synpcc7942_2244,48.63,146,71,2,14,156,15,159,3.8999999999999997e-44,140.0,156,0.9358974358974359,<=>
670,b0417,Synpcc7942_2567,38.019,313,164,12,28,324,28,326,3.5999999999999995e-38,134.0,325,0.963076923076923,<=>
674,b0420,Synpcc7942_0430,46.4,625,309,8,11,615,3,621,0.0,535.0,620,1.0080645161290323,<=>
677,b0421,Synpcc7942_0776,43.333,300,160,6,1,298,9,300,2.5299999999999997e-63,198.0,299,1.0033444816053512,<=>
679,b0422,Synpcc7942_0472,33.846,65,43,0,10,74,9,73,6.17e-08,42.0,80,0.8125,<=>
680,b0426,Synpcc7942_0865,36.25,160,100,1,3,162,6,163,1.5599999999999999e-30,105.0,163,0.9815950920245399,<=>
683,b0428,Synpcc7942_2600,37.918,269,165,2,28,295,3,270,4.96e-40,137.0,296,0.9087837837837838,<=>
685,b0430,Synpcc7942_2604,31.5,200,130,3,3,201,2,195,9.58e-21,82.0,204,0.9803921568627451,<=>
688,b0435,Synpcc7942_1146,30.233,86,52,2,1,85,4,82,9.72e-11,50.4,105,0.819047619047619,<=>
694,b0438,Synpcc7942_2526,57.746,426,148,4,13,407,8,432,6.349999999999997e-176,496.0,424,1.0047169811320755,<=>
703,b0443,Synpcc7942_0701,26.561999999999998,128,89,3,5,131,19,142,1.11e-06,41.6,132,0.9696969696969697,<=>
704,b0444,Synpcc7942_1333,35.16,219,124,5,1,210,1,210,2.2899999999999995e-33,117.0,231,0.948051948051948,<=>
706,b0448,Synpcc7942_0082,34.17,518,334,3,60,571,63,579,5.75e-91,288.0,590,0.8779661016949153,<=>
750,b0449,Synpcc7942_0782,33.389,599,364,10,8,582,11,598,9.17e-81,262.0,593,1.0101180438448567,<=>
794,b0451,Synpcc7942_2279,41.428999999999995,420,219,8,31,427,52,467,6.309999999999998e-70,225.0,428,0.9813084112149533,<=>
825,b0472,Synpcc7942_1369,43.523,193,107,2,7,199,20,210,5.8699999999999994e-52,162.0,201,0.9601990049751243,<=>
826,b0473,Synpcc7942_1813,30.804000000000002,659,365,23,16,624,16,633,1.9299999999999997e-76,252.0,624,1.0560897435897436,<=>
827,b0474,Synpcc7942_2213,37.981,208,89,3,2,205,3,174,6.079999999999999e-41,134.0,214,0.9719626168224299,<=>
828,b0475,Synpcc7942_0137,32.399,321,203,7,5,316,3,318,4.289999999999999e-43,149.0,320,1.003125,<=>
834,b0480,Synpcc7942_0770,23.969,509,277,19,30,502,24,458,7.02e-18,82.8,550,0.9254545454545454,<=>
837,b0484,Synpcc7942_1570,43.857,757,391,13,99,833,3,747,0.0,561.0,834,0.907673860911271,<=>
843,b0489,Synpcc7942_2412,26.936999999999998,271,155,5,7,277,6,233,1.93e-24,96.3,305,0.8885245901639345,<=>
900,b0494,Synpcc7942_2546,24.241999999999997,198,115,8,21,185,4,199,2.0600000000000003e-05,40.4,208,0.9519230769230769,<=>
953,b0509,Synpcc7942_1857,30.612,294,192,7,1,288,1,288,5.24e-29,108.0,292,1.0068493150684932,<=>
955,b0512,Synpcc7942_0488,29.646,452,282,11,4,447,3,426,6.32e-53,180.0,453,0.9977924944812362,<=>
959,b0522,Synpcc7942_1428,31.198,359,214,7,1,326,9,367,1.81e-40,143.0,355,1.0112676056338028,<=>
965,b0526,Synpcc7942_1662,44.65,486,231,11,2,460,3,477,3.109999999999999e-128,377.0,461,1.054229934924078,<=>
968,b0529,Synpcc7942_0777,51.748000000000005,286,137,1,1,285,1,286,4.659999999999999e-98,286.0,288,0.9930555555555556,<=>
992,b0571,Synpcc7942_1873,43.379,219,123,1,3,221,5,222,5.209999999999999e-54,169.0,227,0.9647577092511013,<=>
1017,b0578,Synpcc7942_1659,30.096999999999998,206,125,4,10,209,15,207,5.01e-26,97.1,217,0.9493087557603687,<=>
1078,b0599,Synpcc7942_2285,40.339,295,156,7,71,354,58,343,6.32e-54,178.0,362,0.8149171270718232,<=>
1080,b0600,Synpcc7942_2545,32.804,378,240,8,13,384,12,381,1.87e-57,189.0,386,0.9792746113989638,<=>
1089,b0605,Synpcc7942_2309,36.628,172,106,1,11,179,15,186,2.6899999999999998e-42,137.0,187,0.9197860962566845,<=>
1112,b0628,Synpcc7942_0542,50.714,280,135,3,34,312,1,278,6.52e-103,300.0,321,0.8722741433021807,<=>
1119,b0634,Synpcc7942_1104,32.673,404,209,10,16,365,24,418,1.1299999999999998e-56,187.0,370,1.0918918918918918,<=>
1121,b0635,Synpcc7942_0580,33.045,578,349,12,20,593,20,563,1.1599999999999996e-84,273.0,633,0.9131121642969984,<=>
1131,b0639,Synpcc7942_0106,27.404,208,124,10,6,212,4,185,1.8e-05,40.0,213,0.9765258215962441,<=>
1132,b0642,Synpcc7942_1920,46.35,863,438,10,4,860,20,863,0.0,761.0,860,1.0034883720930232,<=>
1195,b0657,Synpcc7942_1172,24.583000000000002,480,318,19,27,488,4,457,1.26e-18,84.7,512,0.9375,<=>
1199,b0660,Synpcc7942_1775,49.511,307,148,3,19,324,15,315,4.2200000000000003e-91,272.0,346,0.8872832369942196,<=>
1201,b0661,Synpcc7942_2374,41.256,446,249,6,3,440,5,445,8.959999999999998e-115,342.0,474,0.9409282700421941,<=>
1206,b0677,Synpcc7942_0440,35.843,332,199,8,28,346,1,331,6.309999999999999e-57,187.0,382,0.8691099476439791,<=>
1211,b0683,Synpcc7942_0987,35.659,129,81,2,8,134,12,140,6.15e-20,77.0,148,0.8716216216216216,<=>
1219,b0688,Synpcc7942_1268,27.419,496,301,20,40,521,14,464,2.96e-17,80.5,546,0.9084249084249084,<=>
1258,b0696,Synpcc7942_1671,42.408,191,102,4,1,186,3,190,8.739999999999999e-30,105.0,190,1.0052631578947369,<=>
1259,b0697,Synpcc7942_1669,57.994,688,272,8,3,682,18,696,0.0,738.0,682,1.0087976539589443,<=>
1264,b0698,Synpcc7942_1668,39.029,515,307,4,43,556,44,552,2.4599999999999993e-103,318.0,557,0.9245960502692998,<=>
1265,b0708,Synpcc7942_0112,39.413000000000004,477,259,13,5,465,6,468,1.0099999999999998e-95,294.0,472,1.0105932203389831,<=>
1268,b0720,Synpcc7942_0612,38.641999999999996,383,223,7,39,421,3,373,1.8199999999999998e-86,265.0,427,0.8969555035128806,<=>
1271,b0724,Synpcc7942_1533,26.271,236,152,9,1,221,32,260,2.6899999999999996e-13,63.9,238,0.9915966386554622,<=>
1277,b0734,Synpcc7942_1766,27.596,366,222,8,10,372,11,336,1.06e-36,132.0,379,0.9656992084432717,<=>
1279,b0737,Synpcc7942_2429,30.5,200,106,5,4,193,1,177,0.00041600000000000003,36.6,230,0.8695652173913043,<=>
1285,b0750,Synpcc7942_1448,42.122,311,170,5,33,343,20,320,1.7099999999999998e-78,239.0,347,0.8962536023054755,<=>
1287,b0754,Synpcc7942_2501,54.728,349,153,3,4,350,3,348,2.6699999999999992e-138,393.0,350,0.9971428571428571,<=>
1291,b0759,Synpcc7942_0320,41.867,332,180,6,3,331,6,327,6.859999999999999e-83,251.0,338,0.9822485207100592,<=>
1368,b0763,Synpcc7942_1531,39.916,238,131,5,24,256,38,268,3.61e-42,141.0,257,0.9260700389105059,<=>
1369,b0764,Synpcc7942_1532,42.105,190,101,3,3,190,7,189,1.3699999999999998e-39,132.0,229,0.8296943231441049,<=>
1432,b0774,Synpcc7942_0031,39.529,425,225,9,12,417,6,417,5.2099999999999995e-93,283.0,429,0.9906759906759907,<=>
1436,b0775,Synpcc7942_0419,55.986999999999995,309,135,1,2,309,3,311,5.779999999999999e-125,358.0,346,0.8930635838150289,<=>
1438,b0776,Synpcc7942_0027,38.635999999999996,352,212,3,30,380,35,383,9.089999999999999e-68,215.0,384,0.9166666666666666,<=>
1440,b0777,Synpcc7942_0029,28.514,249,150,11,1,233,1,237,1.1599999999999999e-07,47.8,251,0.9920318725099602,<=>
1443,b0778,Synpcc7942_0030,35.071,211,116,7,3,212,8,198,1.1499999999999999e-24,93.6,225,0.9377777777777778,<=>
1444,b0779,Synpcc7942_0563,57.143,672,274,4,4,671,3,664,0.0,778.0,673,0.9985141158989599,<=>
1448,b0781,Synpcc7942_1282,46.461999999999996,325,173,1,5,329,4,327,1.4799999999999997e-103,303.0,329,0.9878419452887538,<=>
1451,b0785,Synpcc7942_1283,33.556999999999995,149,94,3,3,149,11,156,2.9600000000000004e-21,80.9,150,0.9933333333333333,<=>
1544,b0804,Synpcc7942_0015,45.089,224,122,1,1,224,1,223,1.7800000000000002e-57,178.0,225,0.9955555555555555,<=>
1598,b0811,Synpcc7942_0076,28.333000000000002,240,153,8,19,246,20,252,2.27e-21,86.3,248,0.967741935483871,<=>
1601,b0812,Synpcc7942_0109,25.333000000000002,150,108,2,21,167,19,167,8.95e-07,43.1,167,0.8982035928143712,<=>
1684,b0827,Synpcc7942_1286,34.889,407,245,9,7,401,2,400,2.8099999999999997e-59,194.0,411,0.9902676399026764,<=>
1685,b0829,Synpcc7942_2236,44.58,572,281,10,9,568,2,549,4.469999999999998e-145,428.0,623,0.9181380417335474,<=>
1795,b0835,Synpcc7942_2512,37.5,448,253,11,4,438,1,434,1.3799999999999998e-97,296.0,441,1.0158730158730158,<=>
1797,b0837,Synpcc7942_1791,39.607,356,195,8,24,367,55,402,9.859999999999998e-74,231.0,371,0.9595687331536388,<=>
1804,b0854,Synpcc7942_2266,22.549,306,202,10,48,341,44,326,4.0799999999999996e-12,62.8,370,0.827027027027027,<=>
1929,b0878,Synpcc7942_1870,26.613000000000003,372,232,9,31,367,42,407,3.1e-24,99.4,371,1.0026954177897573,<=>
1989,b0884,Synpcc7942_2510,47.059,68,34,1,7,72,2,69,2.62e-16,62.8,72,0.9444444444444444,<=>
2088,b0893,Synpcc7942_0449,47.43,428,212,3,1,423,16,435,2.3799999999999995e-134,390.0,430,0.9953488372093023,<=>
2095,b0908,Synpcc7942_0232,28.859,447,278,13,2,423,15,446,3.1899999999999996e-38,140.0,427,1.0468384074941453,<=>
2112,b0914,Synpcc7942_2109,34.423,581,366,6,15,582,7,585,8.249999999999999e-100,311.0,582,0.9982817869415808,<=>
2154,b0918,Synpcc7942_2290,41.532,248,128,7,3,245,4,239,2.85e-43,143.0,248,1.0,<=>
2160,b0930,Synpcc7942_0830,58.03,467,190,5,1,466,1,462,0.0,571.0,466,1.002145922746781,<=>
2211,b0934,Synpcc7942_1489,32.955,264,156,6,5,251,17,276,1.52e-30,111.0,263,1.0038022813688212,<=>
2306,b0978,Synpcc7942_1767,35.573,506,252,13,3,502,15,452,8.789999999999997e-80,253.0,514,0.9844357976653697,<=>
2396,b1053,Synpcc7942_2032,25.381999999999998,327,208,12,61,366,48,359,3.4e-08,51.2,408,0.8014705882352942,<=>
2404,b1068,Synpcc7942_2596,28.267,329,202,9,1,305,13,331,1.1900000000000001e-23,95.5,307,1.0716612377850163,<=>
2406,b1069,Synpcc7942_2041,27.155,464,310,10,5,445,9,467,8.89e-26,107.0,511,0.9080234833659491,<=>
2411,b1090,Synpcc7942_1454,37.971,345,202,7,1,342,1,336,1.08e-63,202.0,356,0.9691011235955056,<=>
2412,b1091,Synpcc7942_1455,42.415,323,175,4,5,317,10,331,1.2599999999999998e-86,260.0,317,1.0189274447949528,<=>
2413,b1092,Synpcc7942_1456,42.56100000000001,289,150,8,1,287,1,275,6.0199999999999996e-52,169.0,309,0.9352750809061489,<=>
2414,b1093,Synpcc7942_0684,50.403,248,115,3,1,243,4,248,7.679999999999998e-75,224.0,244,1.0163934426229508,<=>
2420,b1094,Synpcc7942_0536,62.667,75,28,0,4,78,6,80,1.22e-25,87.0,78,0.9615384615384616,<=>
2421,b1095,Synpcc7942_0537,52.068000000000005,411,196,1,3,413,6,415,2.0599999999999996e-154,439.0,413,0.9951573849878934,<=>
2422,b1096,Synpcc7942_1335,31.441,229,147,4,11,238,16,235,1.0100000000000001e-22,90.5,269,0.8513011152416357,<=>
2424,b1098,Synpcc7942_0093,37.981,208,123,3,4,206,5,211,1.74e-36,124.0,213,0.9765258215962441,<=>
2427,b1100,Synpcc7942_1521,38.889,270,150,6,1,262,1,263,4.51e-50,162.0,265,1.0188679245283019,<=>
2428,b1103,Synpcc7942_1390,57.658,111,46,1,1,111,1,110,1.38e-43,135.0,119,0.9327731092436975,<=>
2431,b1109,Synpcc7942_0101,28.465,404,249,8,31,420,28,405,4.0299999999999994e-43,153.0,434,0.9308755760368663,<=>
2443,b1117,Synpcc7942_0564,43.056000000000004,216,121,2,10,224,11,225,1.1299999999999998e-48,156.0,233,0.927038626609442,<=>
2590,b1133,Synpcc7942_1509,39.444,360,203,7,6,362,2,349,2.56e-86,262.0,368,0.9782608695652174,<=>
2593,b1135,Synpcc7942_1514,55.676,185,73,3,40,216,4,187,1.4099999999999997e-61,187.0,217,0.8525345622119815,<=>
2595,b1136,Synpcc7942_1719,51.368,475,170,6,1,416,1,473,9.419999999999998e-164,465.0,416,1.1418269230769231,<=>
2619,b1174,Synpcc7942_0897,31.25,80,51,2,3,82,5,80,1.3600000000000001e-08,44.3,88,0.9090909090909091,<=>
2620,b1175,Synpcc7942_0896,46.641999999999996,268,133,4,1,267,1,259,7.059999999999998e-68,208.0,270,0.9925925925925926,<=>
2628,b1184,Synpcc7942_1550,48.218999999999994,421,208,6,1,421,1,411,7.599999999999998e-129,374.0,422,0.9976303317535545,<=>
2636,b1192,Synpcc7942_1963,29.795,292,188,9,7,296,18,294,1.84e-27,105.0,304,0.9605263157894737,<=>
2640,b1203,Synpcc7942_0554,58.126999999999995,363,149,3,3,363,2,363,9.739999999999997e-147,416.0,363,1.0,<=>
2644,b1204,Synpcc7942_0227,42.188,192,104,3,5,190,8,198,9.05e-45,144.0,194,0.9896907216494846,<=>
2647,b1207,Synpcc7942_2113,49.527,317,154,4,1,313,16,330,1.6399999999999996e-111,323.0,315,1.0063492063492063,<=>
2649,b1210,Synpcc7942_0504,35.036,411,251,5,1,397,1,409,1.1199999999999998e-66,215.0,418,0.9832535885167464,<=>
2650,b1211,Synpcc7942_2203,43.49,361,198,3,2,358,3,361,5.849999999999999e-113,330.0,360,1.0027777777777778,<=>
2654,b1215,Synpcc7942_2289,45.522,268,143,2,8,274,11,276,5.929999999999999e-84,250.0,284,0.9436619718309859,<=>
2679,b1232,Synpcc7942_1008,47.619,273,137,4,13,280,12,283,2.5399999999999994e-80,241.0,280,0.975,<=>
2708,b1242,Synpcc7942_1365,36.321,212,126,4,7,209,2,213,5.32e-31,110.0,215,0.986046511627907,<=>
2811,b1251,Synpcc7942_0544,30.208000000000002,96,57,1,3,98,14,99,1.4e-08,44.7,98,0.9795918367346939,<=>
2812,b1260,Synpcc7942_0411,34.959,246,155,2,1,244,1,243,2.1699999999999998e-45,150.0,268,0.917910447761194,<=>
2813,b1261,Synpcc7942_2143,58.015,393,152,3,9,392,31,419,1.1099999999999996e-160,454.0,397,0.9899244332493703,<=>
2822,b1264,Synpcc7942_1003,35.838,519,262,14,19,510,30,504,5.749999999999999e-81,258.0,520,0.9980769230769231,<=>
2825,b1266,Synpcc7942_1553,31.373,255,161,5,7,259,26,268,1.3899999999999998e-32,118.0,293,0.8703071672354948,<=>
2828,b1267,Synpcc7942_2350,40.455,220,111,3,1,200,1,220,1.86e-53,167.0,206,1.0679611650485437,<=>
2830,b1269,Synpcc7942_1010,34.959,246,154,5,1,245,1,241,2.36e-35,124.0,291,0.845360824742268,<=>
2832,b1270,Synpcc7942_0957,41.708999999999996,199,113,2,1,196,17,215,2.5300000000000002e-53,166.0,196,1.0153061224489797,<=>
2850,b1281,Synpcc7942_2569,39.13,230,134,3,17,241,10,238,2.0299999999999995e-48,156.0,245,0.9387755102040817,<=>
2851,b1282,Synpcc7942_2142,41.50899999999999,106,60,1,5,108,6,111,4.4e-17,67.4,108,0.9814814814814815,<=>
2872,b1288,Synpcc7942_0126,49.608999999999995,256,125,2,4,256,4,258,1.6499999999999997e-88,259.0,262,0.9770992366412213,<=>
2964,b1297,Synpcc7942_2296,29.555999999999997,450,272,13,31,464,7,427,5.269999999999999e-36,134.0,472,0.9533898305084746,<=>
2974,b1304,Synpcc7942_0794,30.875999999999998,217,150,0,1,217,1,217,2.5699999999999998e-27,101.0,222,0.9774774774774775,<=>
2978,b1311,Synpcc7942_0949,31.93,285,178,5,20,292,11,291,6.48e-41,140.0,293,0.9726962457337884,<=>
2982,b1312,Synpcc7942_0948,32.046,259,173,2,24,280,18,275,3.33e-38,132.0,280,0.925,<=>
3040,b1325,Synpcc7942_2373,33.876,307,185,9,9,299,6,310,3.39e-36,129.0,321,0.956386292834891,<=>
3057,b1338,Synpcc7942_0256,29.811999999999998,426,231,10,18,430,36,406,2.33e-42,150.0,436,0.9770642201834863,<=>
3083,b1378,Synpcc7942_2384,53.995,1189,518,8,3,1170,9,1189,0.0,1235.0,1174,1.0127768313458263,<=>
3085,b1380,Synpcc7942_1347,54.268,328,150,0,1,328,1,328,5.339999999999998e-134,380.0,329,0.9969604863221885,<=>
3117,b1439,Synpcc7942_1725,40.812,468,272,4,4,468,15,480,1.2399999999999996e-112,337.0,468,1.0,<=>
3182,b1464,Synpcc7942_1598,28.522,291,172,9,5,292,5,262,3.16e-20,84.3,297,0.9797979797979798,<=>
3283,b1486,Synpcc7942_0822,38.73,315,192,1,21,334,25,339,1.52e-42,147.0,340,0.9264705882352942,<=>
